@relation adult.data

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
49,' Private',176341,' Bachelors',13,' Never-married',' Tech-support',' Unmarried',' Asian-Pac-Islander',' Female',0,0,40,' India',' <=50K'
42,' Private',280167,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
31,' Private',226443,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
44,' Private',192878,' HS-grad',9,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
53,' Self-emp-not-inc',174102,' 7th-8th',4,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',4386,0,50,' Greece',' >50K'
49,' Private',123584,' 11th',7,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,75,' United-States',' <=50K'
40,' State-gov',199381,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',15024,0,37,' United-States',' >50K'
37,' Private',187311,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,60,' United-States',' <=50K'
59,' Self-emp-not-inc',223131,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
22,' Private',164922,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
21,' Private',117606,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
50,' Private',128378,' 5th-6th',3,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,55,' ?',' <=50K'
47,' ?',174525,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',3942,0,40,' ?',' <=50K'
19,' Private',165310,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Other-relative',' White',' Male',0,0,20,' United-States',' <=50K'
40,' Private',329924,' HS-grad',9,' Separated',' Handlers-cleaners',' Not-in-family',' Black',' Male',0,0,30,' United-States',' <=50K'
20,' Private',289944,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
30,' Private',190912,' 11th',7,' Married-civ-spouse',' Handlers-cleaners',' Husband',' Asian-Pac-Islander',' Male',0,1651,40,' Vietnam',' <=50K'
27,' Private',81540,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
20,' Private',41721,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,60,' United-States',' <=50K'
31,' Private',117507,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
32,' Private',130304,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1485,48,' United-States',' <=50K'
36,' Private',167482,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
20,' Private',323573,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
45,' Self-emp-inc',185497,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Wife',' Asian-Pac-Islander',' Female',0,0,70,' ?',' <=50K'
49,' Private',128132,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
47,' Private',243904,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Male',0,0,40,' Honduras',' <=50K'
27,' Private',284196,' 10th',6,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Self-emp-not-inc',115851,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Local-gov',255675,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
31,' Private',83446,' HS-grad',9,' Widowed',' Craft-repair',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
41,' Private',192107,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
58,' Private',29928,' Some-college',10,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,36,' United-States',' <=50K'
20,' ?',432376,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' Germany',' <=50K'
62,' Private',103344,' Bachelors',13,' Widowed',' Exec-managerial',' Not-in-family',' White',' Male',10520,0,50,' United-States',' >50K'
42,' State-gov',341638,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
24,' Private',38455,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
22,' State-gov',347803,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' Other',' Male',0,0,20,' United-States',' <=50K'
29,' Private',94892,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
60,' Self-emp-not-inc',235535,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
57,' Private',35884,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
80,' Private',157778,' Masters',14,' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',0,0,10,' United-States',' <=50K'
64,' Private',91343,' Some-college',10,' Widowed',' Tech-support',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',164170,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Wife',' Asian-Pac-Islander',' Female',0,0,40,' India',' <=50K'
39,' Local-gov',473547,' 10th',6,' Divorced',' Handlers-cleaners',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
35,' Private',146042,' Some-college',10,' Divorced',' Machine-op-inspct',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
39,' Private',192337,' Bachelors',13,' Separated',' Sales',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
25,' Local-gov',117833,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
34,' Local-gov',226443,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
22,' Private',267174,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
36,' Self-emp-not-inc',182898,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
28,' Private',196690,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
60,' Private',201965,' Some-college',10,' Never-married',' Prof-specialty',' Unmarried',' White',' Male',0,0,40,' United-States',' >50K'
70,' Self-emp-inc',188260,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,16,' United-States',' <=50K'
25,' Private',187653,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,48,' United-States',' <=50K'
52,' Self-emp-not-inc',162381,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',176711,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Self-emp-not-inc',169544,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',5178,0,40,' United-States',' >50K'
36,' Private',162302,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
40,' Private',195394,' Assoc-acdm',12,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
47,' Private',277545,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' ?',' >50K'
25,' Self-emp-not-inc',282631,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',184723,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Female',0,1980,35,' United-States',' <=50K'
44,' Private',196545,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
37,' Local-gov',312232,' Bachelors',13,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',5178,0,40,' United-States',' >50K'
36,' Private',174938,' Bachelors',13,' Divorced',' Tech-support',' Unmarried',' White',' Male',0,0,20,' United-States',' <=50K'
62,' Private',81534,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' United-States',' >50K'
32,' Private',157747,' Some-college',10,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
29,' Private',113870,' 1st-4th',2,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' ?',' <=50K'
18,' Private',120544,' 9th',5,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,15,' United-States',' <=50K'
26,' Private',86483,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
31,' Private',381153,' 10th',6,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Private',123785,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,75,' United-States',' <=50K'
54,' Self-emp-not-inc',199741,' HS-grad',9,' Widowed',' Craft-repair',' Not-in-family',' White',' Male',0,2001,35,' United-States',' <=50K'
30,' Federal-gov',423064,' HS-grad',9,' Separated',' Adm-clerical',' Other-relative',' Black',' Male',0,0,35,' United-States',' <=50K'
39,' Private',117683,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
60,' ?',199947,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,32,' United-States',' <=50K'
28,' Self-emp-inc',219705,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',5013,0,55,' United-States',' <=50K'
29,' Private',319149,' 12th',8,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
38,' ?',273285,' 11th',7,' Never-married',' ?',' Not-in-family',' White',' Female',0,0,32,' United-States',' <=50K'
59,' Local-gov',165695,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',103642,' 11th',7,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
64,' ?',159938,' HS-grad',9,' Divorced',' ?',' Not-in-family',' White',' Male',8614,0,40,' United-States',' >50K'
44,' Private',134120,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
34,' Private',175413,' Assoc-acdm',12,' Divorced',' Sales',' Unmarried',' Black',' Female',0,0,45,' United-States',' <=50K'
35,' Private',199753,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,48,' United-States',' <=50K'
41,' Private',27444,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,46,' United-States',' >50K'
39,' Private',91711,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
23,' Federal-gov',163870,' Some-college',10,' Never-married',' Armed-Forces',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',296724,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,17,' United-States',' <=50K'
25,' Federal-gov',55636,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
31,' Self-emp-not-inc',389765,' 7th-8th',4,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
25,' Private',202091,' HS-grad',9,' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
60,' Private',101198,' Assoc-voc',11,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,20,' United-States',' <=50K'
68,' ?',196782,' 7th-8th',4,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
24,' Private',449432,' 12th',8,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
74,' Self-emp-inc',228075,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',20051,0,25,' United-States',' >50K'
55,' Private',342121,' Some-college',10,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
71,' Private',200418,' 5th-6th',3,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Self-emp-not-inc',93806,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
74,' Private',145463,' 1st-4th',2,' Widowed',' Priv-house-serv',' Not-in-family',' Black',' Female',0,0,15,' United-States',' <=50K'
51,' Local-gov',277024,' HS-grad',9,' Separated',' Protective-serv',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
43,' Private',249771,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Asian-Pac-Islander',' Male',0,0,99,' United-States',' <=50K'
37,' Self-emp-not-inc',107737,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
34,' Private',299507,' Assoc-voc',11,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
39,' Self-emp-inc',186934,' Bachelors',13,' Married-spouse-absent',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Self-emp-not-inc',227890,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
36,' Self-emp-not-inc',609935,' Bachelors',13,' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',0,0,48,' ?',' <=50K'
38,' Private',122952,' HS-grad',9,' Separated',' Craft-repair',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
49,' Local-gov',159641,' Bachelors',13,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,625,40,' United-States',' <=50K'
17,' Private',33138,' 12th',8,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',188798,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',201954,' Assoc-acdm',12,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,65,' United-States',' >50K'
44,' Private',111891,' Some-college',10,' Separated',' Sales',' Other-relative',' Black',' Female',0,0,35,' United-States',' <=50K'
43,' Private',162003,' Some-college',10,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',233777,' HS-grad',9,' Never-married',' Transport-moving',' Other-relative',' White',' Male',0,0,40,' ?',' <=50K'
36,' Private',89508,' Some-college',10,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
22,' Private',131230,' Bachelors',13,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Federal-gov',133060,' Assoc-acdm',12,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
39,' Local-gov',214284,' Bachelors',13,' Widowed',' Prof-specialty',' Unmarried',' Asian-Pac-Islander',' Female',0,0,10,' Japan',' <=50K'
44,' Self-emp-not-inc',216921,' 10th',6,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
38,' Private',177305,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
34,' Federal-gov',189944,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,72,' United-States',' <=50K'
45,' Private',195949,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',128591,' 9th',5,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',94334,' 7th-8th',4,' Never-married',' Machine-op-inspct',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
50,' Private',163708,' HS-grad',9,' Widowed',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
24,' Private',82804,' HS-grad',9,' Never-married',' Handlers-cleaners',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
36,' Private',347491,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
37,' Private',321943,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
38,' Private',192337,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' England',' >50K'
38,' Private',189623,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
39,' Private',113481,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
22,' Private',106843,' 10th',6,' Never-married',' Craft-repair',' Other-relative',' White',' Male',0,0,30,' United-States',' <=50K'
29,' Private',37933,' Bachelors',13,' Never-married',' Exec-managerial',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
42,' State-gov',219553,' Masters',14,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
24,' Private',234640,' HS-grad',9,' Married-spouse-absent',' Sales',' Own-child',' White',' Female',0,0,36,' United-States',' <=50K'
58,' Private',199278,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,38,' United-States',' <=50K'
58,' Private',354024,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
43,' Private',243380,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
17,' Private',121037,' 12th',8,' Never-married',' Sales',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
28,' ?',200819,' 7th-8th',4,' Divorced',' ?',' Own-child',' White',' Male',0,0,84,' United-States',' <=50K'
45,' Private',117310,' Bachelors',13,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,46,' United-States',' <=50K'
49,' Self-emp-not-inc',233059,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
35,' State-gov',126569,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
51,' Local-gov',114508,' 9th',5,' Separated',' Other-service',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Self-emp-not-inc',160724,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',0,2415,40,' China',' >50K'
27,' Private',180262,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',103605,' 11th',7,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
44,' Self-emp-not-inc',104973,' Masters',14,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
31,' Private',137952,' Some-college',10,' Married-civ-spouse',' Other-service',' Husband',' Other',' Male',0,0,40,' Puerto-Rico',' <=50K'
29,' Private',178551,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Private',272669,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,20,' South',' <=50K'
55,' Private',163083,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
26,' Private',357933,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
50,' ?',146015,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Private',77820,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
41,' Private',82161,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',290740,' Assoc-acdm',12,' Never-married',' Priv-house-serv',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
57,' Federal-gov',21626,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Federal-gov',99549,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
43,' Private',144778,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,55,' Italy',' >50K'
55,' ?',216941,' HS-grad',9,' Married-civ-spouse',' ?',' Wife',' White',' Female',2885,0,40,' United-States',' <=50K'
45,' Private',301802,' Bachelors',13,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
31,' Private',340917,' HS-grad',9,' Never-married',' Craft-repair',' Unmarried',' White',' Male',14344,0,40,' United-States',' >50K'
35,' Private',241126,' Masters',14,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
38,' Self-emp-inc',107909,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
35,' Private',320451,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',0,0,65,' Hong',' >50K'
56,' Private',191917,' Assoc-acdm',12,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',4101,0,40,' United-States',' <=50K'
31,' Private',186787,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,42,' United-States',' <=50K'
42,' Private',193494,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
32,' ?',227160,' Some-college',10,' Divorced',' ?',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
48,' Self-emp-not-inc',104790,' 11th',7,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
37,' Self-emp-not-inc',192251,' 10th',6,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',2635,0,40,' United-States',' <=50K'
24,' Private',33616,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
50,' Private',171338,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',99999,0,50,' United-States',' >50K'
56,' Private',136413,' 1st-4th',2,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
64,' Private',92115,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',166107,' Masters',14,' Never-married',' Adm-clerical',' Not-in-family',' Asian-Pac-Islander',' Female',0,0,40,' Philippines',' <=50K'
36,' Private',127809,' HS-grad',9,' Separated',' Other-service',' Unmarried',' Black',' Female',0,0,30,' United-States',' <=50K'
48,' Private',155862,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,65,' United-States',' <=50K'
19,' Private',278480,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Private',230899,' 5th-6th',3,' Separated',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
53,' Local-gov',204447,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,43,' United-States',' >50K'
54,' Private',174102,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
50,' Private',200783,' 7th-8th',4,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
64,' ?',338355,' Assoc-voc',11,' Married-civ-spouse',' ?',' Wife',' White',' Female',0,0,15,' United-States',' <=50K'
43,' Private',112607,' 11th',7,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
69,' Self-emp-inc',106395,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
54,' Private',146409,' Some-college',10,' Widowed',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',102976,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
33,' Local-gov',242150,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
26,' Private',101027,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
61,' Private',166124,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
35,' Private',117166,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
