@relation 'AT: adult.data-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R108-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R6-88'

@attribute '-0.424relationship= Husband-0.423marital-status= Married-civ-spouse+0.322marital-status= Never-married+0.271sex+0.232relationship= Own-child...' numeric
@attribute '0.473education-num+0.286occupation= Prof-specialty+0.239education= Bachelors-0.203native-country= Mexico-0.189education= HS-grad...' numeric
@attribute '0.453native-country= United-States-0.424race= Asian-Pac-Islander+0.392race= White-0.222native-country= Philippines-0.171race= Black...' numeric
@attribute '0.551occupation= ?+0.55 workclass= ?-0.419workclass= Private+0.199age+0.152marital-status= Widowed...' numeric
@attribute '-0.356marital-status= Divorced+0.351relationship= Own-child-0.343relationship= Unmarried+0.331marital-status= Never-married-0.32age...' numeric
@attribute class {' <=50K',' >50K'}

@data
2.335351,-3.912828,-2.137261,1.95275,-3.855743,' <=50K'
1.457775,0.150853,-0.143972,6.886442,-1.85032,' <=50K'
-2.012499,-1.812627,1.109696,-0.58191,-0.223205,' >50K'
0.604288,0.922895,0.714094,1.004841,-0.850629,' <=50K'
0.301148,3.659011,-0.671016,0.613421,-2.079238,' <=50K'
-1.199964,-1.151421,0.922262,-0.525893,-0.457051,' <=50K'
2.182038,-0.793166,0.162088,-0.3973,-0.484019,' <=50K'
1.68701,-0.728119,-2.023431,0.1893,-1.79724,' <=50K'
-2.885949,1.260726,-0.134224,-0.29554,0.471777,' <=50K'
1.782622,1.208234,0.779578,-0.941697,0.098171,' <=50K'
-2.678993,0.748627,0.222234,-0.845486,0.360609,' >50K'
2.142355,0.616565,0.163135,0.177437,-2.55933,' <=50K'
-1.546499,-2.0236,0.84049,-0.481701,-0.525655,' >50K'
2.043822,-0.920329,0.426324,0.504317,-2.416951,' <=50K'
0.552101,3.195901,-8.014425,-0.653432,4.452669,' <=50K'
1.947545,0.026981,-1.490696,-0.658035,-2.254066,' <=50K'
-1.95878,-3.324109,-1.235638,-0.665657,-0.20797,' >50K'
-4.764401,1.661518,-0.309587,0.177035,-0.09732,' >50K'
-1.308319,-1.958972,1.053852,-0.641163,0.148406,' <=50K'
-1.540924,-0.698853,0.952954,-0.578124,0.621849,' <=50K'
-1.375306,-0.702108,0.715312,-0.687727,0.504884,' <=50K'
2.224764,-0.555821,0.458693,0.256677,-2.779464,' <=50K'
3.096602,-1.843705,-2.023185,2.081962,-4.512773,' <=50K'
1.548469,1.225659,0.791115,0.813393,-1.300863,' <=50K'
3.799884,-0.570702,1.182724,-0.628672,2.170343,' <=50K'
-4.176349,1.146234,-3.198859,-0.125565,0.949037,' >50K'
2.086974,-1.006019,1.694898,-1.088413,1.917253,' <=50K'
2.356389,0.596859,1.446229,-1.048117,1.977901,' <=50K'
1.797611,0.119628,0.358229,0.028607,-3.255455,' <=50K'
1.114307,3.594377,-0.005904,0.197971,-0.197964,' <=50K'
2.663883,-0.980585,0.859008,-0.565594,-0.49131,' <=50K'
-0.749208,1.727846,-0.008546,-0.588659,0.15211,' <=50K'
1.510239,0.977465,0.737299,-0.170174,-2.183327,' <=50K'
-1.378308,-1.123106,0.988007,-0.701294,0.138415,' >50K'
-2.524617,0.785579,0.318267,-1.103555,0.671503,' <=50K'
-1.897778,-1.302683,1.071141,-0.771052,-0.121393,' >50K'
-3.859949,-1.389078,0.757948,0.886437,-1.123631,' <=50K'
1.675818,-3.024104,0.795301,-0.353676,0.530934,' <=50K'
1.170662,-0.882047,-0.791483,0.177544,-3.629402,' <=50K'
-3.269228,0.296443,0.497597,0.493725,-0.138034,' <=50K'
0.999656,-1.273653,-0.808299,-1.026985,0.40533,' <=50K'
-0.970059,1.13349,0.204019,-0.217376,-0.556498,' >50K'
1.243846,-1.940986,-5.878988,-1.529262,0.008357,' <=50K'
2.381396,-0.706372,-0.568661,-0.004633,-2.077656,' <=50K'
2.086069,1.863284,0.751581,-1.290654,1.543228,' <=50K'
-1.745633,-2.575642,1.173645,-0.42003,-0.117911,' <=50K'
3.345584,0.750208,0.950312,5.208323,4.011791,' <=50K'
0.338198,-0.287362,1.220536,0.480065,-0.124258,' <=50K'
2.677455,1.160941,0.235543,5.551839,1.3635,' <=50K'
-0.719744,1.814283,-2.172575,-0.330928,2.71997,' >50K'
1.543881,0.641993,0.918976,-1.493214,2.314195,' <=50K'
-2.160895,0.586493,0.30415,0.849192,-0.313142,' <=50K'
3.014114,-0.448142,-0.54124,-0.883005,1.323795,' <=50K'
2.270204,-0.684901,1.473495,-1.091732,1.56287,' <=50K'
1.03022,-1.669834,-1.228735,0.338335,-1.298269,' <=50K'
-2.446446,-0.821904,0.862135,1.092925,0.524805,' <=50K'
2.926701,-0.073271,-0.659288,-0.479963,-1.364363,' <=50K'
-2.352372,-0.398705,0.537472,0.080186,-0.385843,' >50K'
-1.426418,-2.040149,1.173559,-0.77469,0.232537,' <=50K'
1.497845,2.335808,-2.971173,-0.525616,3.174172,' <=50K'
3.341431,0.040456,1.050254,0.675134,1.850134,' <=50K'
2.191954,-1.200874,0.017528,-0.80169,0.782819,' <=50K'
3.873231,-5.69566,-2.962197,-0.881529,0.566576,' <=50K'
2.711772,-0.328264,1.181601,4.958306,3.850553,' <=50K'
-2.783945,1.333173,-0.054458,-0.960426,0.581021,' >50K'
1.370107,-1.006226,1.703777,-0.990006,1.381825,' <=50K'
-2.247691,1.268173,0.043439,-1.11184,1.106967,' >50K'
1.560863,0.96408,-1.55252,1.004943,-3.392143,' <=50K'
0.680997,-0.098463,0.288964,5.82519,1.45237,' <=50K'
-1.265181,0.304378,-1.364422,-0.346544,0.244709,' <=50K'
2.97508,-0.768312,-0.899115,-0.544119,-1.812205,' <=50K'
-2.06018,0.179654,0.378406,-0.259831,0.315452,' <=50K'
-2.702156,0.70107,0.14849,-0.579035,0.154618,' >50K'
-0.20937,3.612169,-1.232637,0.956361,-2.515623,' <=50K'
1.120691,1.461709,0.721216,-0.40166,-1.659946,' <=50K'
-3.096378,-1.886123,0.750683,1.074936,-0.210974,' <=50K'
0.511458,2.540684,0.253054,-1.69797,1.276547,' <=50K'
2.244159,-1.648545,-1.520724,7.775547,-1.383072,' <=50K'
-2.186675,0.412496,0.327268,-0.563182,0.254324,' >50K'
-0.180995,-0.52183,1.424806,0.260385,0.951835,' <=50K'
1.966573,-0.622429,1.597525,-0.919943,1.021642,' <=50K'
-1.887823,-0.361642,0.753245,-0.54976,0.419568,' >50K'
1.50428,-1.462012,-0.57077,-1.938744,0.563423,' <=50K'
1.200111,0.463225,0.481459,1.003187,-3.558317,' <=50K'
-3.342614,1.071118,0.153037,0.076971,0.705863,' >50K'
1.773349,0.643741,1.320663,-0.953311,1.198596,' <=50K'
-0.01611,-0.541004,-1.742681,-0.400665,1.198936,' <=50K'
-2.494179,1.320529,-0.019351,-1.003264,0.873884,' >50K'
1.502162,-0.851964,1.528913,-0.712699,-0.018803,' <=50K'
-1.497667,-1.360251,1.105926,-0.628641,0.114578,' >50K'
-0.78846,-2.461358,-0.536014,0.099947,-0.460916,' <=50K'
3.20779,0.860769,-0.939633,-0.347083,-1.355777,' <=50K'
0.742854,-0.400558,1.290333,-0.562075,-1.6443,' <=50K'
-1.739607,-0.981718,0.687783,-0.516302,0.244119,' >50K'
0.886106,-0.736658,0.783683,-0.64621,-2.696117,' <=50K'
2.357803,1.900642,-1.560839,1.331523,-3.278103,' <=50K'
0.118355,2.460127,0.38511,-1.144919,0.518657,' >50K'
2.403494,-2.695107,0.69219,-0.830429,1.247873,' <=50K'
-2.758943,0.216992,0.426842,0.64726,0.492736,' <=50K'
-2.597805,-1.578235,0.847053,1.457263,-0.455648,' <=50K'
2.028181,1.173978,0.611615,-0.187023,-2.496566,' <=50K'
2.405896,1.42045,0.732772,-1.249877,1.942148,' <=50K'
-1.323948,-1.694638,-1.007796,1.448874,-0.859469,' >50K'
1.426172,0.105806,1.188943,-0.98823,0.806643,' <=50K'
1.46095,-0.297759,1.625825,-1.005416,2.074253,' <=50K'
-2.612727,0.569903,-7.787643,-2.001631,2.000823,' <=50K'
1.744953,1.080002,1.107238,-0.945511,2.557172,' <=50K'
-0.201409,1.115227,0.820827,0.907613,-1.498313,' <=50K'
1.486271,0.213491,-1.871289,-0.800603,-1.231388,' <=50K'
0.660494,-1.855048,-0.723284,0.885713,-0.918303,' <=50K'
-2.919479,0.122088,-3.28449,-0.842054,1.557977,' <=50K'
-1.526944,-1.442498,0.855257,1.109642,0.277163,' <=50K'
0.26224,2.053305,0.494105,-1.391399,0.686257,' <=50K'
1.736158,-1.025337,0.386902,-0.451454,-1.890915,' <=50K'
-0.79868,-3.956864,-1.193232,-1.049129,0.710897,' <=50K'
-1.233397,-1.166883,0.39771,6.192161,1.196629,' <=50K'
-1.049706,-3.54832,0.777993,0.064249,-0.444519,' <=50K'
-2.101611,-3.402726,0.886142,0.31203,-0.94824,' <=50K'
2.065945,0.313853,0.180967,0.001807,-2.300888,' <=50K'
1.782074,1.17686,1.034726,-0.430679,-1.148485,' <=50K'
2.122793,1.919752,0.795333,-1.075883,-0.096543,' <=50K'
2.37393,0.462536,1.083365,4.777095,4.31006,' <=50K'
1.0917,1.345488,0.393491,-0.537222,-2.649444,' <=50K'
0.839879,0.205506,0.397921,-0.46389,-0.838427,' <=50K'
1.260152,-1.403128,0.969144,-1.065687,0.676123,' <=50K'
-1.752762,-1.887261,1.182521,-0.555198,-0.096635,' <=50K'
-1.448015,0.216374,0.30543,0.822781,-0.84435,' <=50K'
-0.190691,2.133712,-0.076808,-0.865943,-1.019283,' >50K'
-2.535893,1.255279,-0.056669,-0.933723,0.739084,' >50K'
-0.436536,4.807138,-1.064891,0.427349,0.132803,' >50K'
-1.120619,-1.857858,1.193424,-0.801295,0.468331,' >50K'
0.058131,0.637317,0.928701,0.201658,-0.080547,' <=50K'
-2.120915,1.607443,-0.06805,0.280281,0.371145,' <=50K'
-3.021284,1.967591,-0.569428,0.446762,0.265622,' >50K'
1.164676,-0.970201,1.631424,-1.067955,1.50412,' <=50K'
2.096981,1.204152,-0.859384,-0.380431,-0.773754,' <=50K'
-3.534871,3.087253,-1.053393,0.496658,0.74953,' >50K'
-2.87936,-0.246851,-7.781131,-1.631535,1.991762,' >50K'
-2.584077,-0.027202,0.552553,-0.699609,0.346458,' >50K'
2.255809,-2.221182,-2.956478,-0.83845,0.118889,' <=50K'
2.103366,0.124853,1.511823,-0.934794,1.40227,' <=50K'
-2.533503,-2.02997,-1.282358,0.419798,-0.097549,' <=50K'
-1.254371,-2.124156,0.882797,-0.86733,-0.097824,' <=50K'
-4.584553,2.679979,-0.819177,0.07293,0.944939,' >50K'
2.006362,0.431893,1.078008,-1.091757,0.865601,' <=50K'
-2.887971,2.1276,-0.178378,0.283822,0.682807,' <=50K'
1.221041,-0.634912,0.279512,0.943574,-3.896195,' <=50K'
1.452597,-0.639925,0.233087,-0.309519,-2.802042,' <=50K'
-2.431098,-1.131205,0.977538,-0.736899,0.041663,' >50K'
1.380696,0.399508,0.708999,5.502633,0.184452,' <=50K'
-0.394207,-0.730428,1.211418,-0.622527,-0.710562,' <=50K'
-3.003733,0.798367,0.189107,-0.760639,-0.00428,' >50K'
0.292701,3.275577,-1.102052,2.278487,-2.840571,' <=50K'
2.018579,0.230035,1.135987,-0.292501,-1.354034,' <=50K'
-2.183994,-1.075793,0.615086,0.762751,0.173947,' <=50K'
-2.597814,-0.387776,0.745062,0.489963,0.39875,' >50K'
0.362886,3.716115,-2.074833,0.411285,-0.74535,' >50K'
0.662659,3.547012,-0.064117,0.014677,1.486536,' <=50K'
-1.043893,-0.287573,0.328435,5.449103,2.241953,' <=50K'
2.90778,-1.682358,-1.79401,-1.446199,1.072612,' <=50K'
1.876366,-1.460626,0.904305,-1.252237,1.140943,' <=50K'
0.223359,-2.524342,0.118776,-0.022262,-2.52316,' <=50K'
1.17189,0.972672,0.837124,-0.200251,-1.769515,' <=50K'
0.840248,1.692896,0.753662,-1.599097,1.185536,' <=50K'
-2.467481,-0.978557,0.708661,1.352333,0.261073,' <=50K'
-3.430692,1.054779,0.148258,0.22209,0.274168,' >50K'
-4.310807,1.223262,-0.270681,0.474846,0.346576,' >50K'
0.666941,2.05317,0.178069,-0.545912,-2.261253,' <=50K'
-1.808915,-1.127195,1.094597,-0.719432,0.451312,' >50K'
-1.519529,-1.881491,1.099163,-0.948612,0.188846,' <=50K'
-2.83299,-0.651831,0.723478,0.758198,-0.386941,' <=50K'
-2.098511,-1.617752,0.816022,0.643965,-0.280829,' <=50K'
-1.818395,-1.463474,0.918736,-0.351721,-0.39337,' >50K'
-2.111872,-0.944253,0.403081,1.828965,-0.703021,' <=50K'
2.635874,0.818792,1.250598,-0.804565,1.314487,' <=50K'
-1.750967,-1.861542,1.149815,-0.388952,-0.311107,' <=50K'
2.691319,-0.065603,1.373644,-0.830358,2.331489,' <=50K'
0.862743,2.599727,0.181505,-0.615966,-1.648333,' <=50K'
-1.83018,-1.155,1.060793,-0.396799,0.358006,' <=50K'
1.138494,-0.393719,1.25428,-0.76156,-1.349234,' <=50K'
1.009717,-0.308567,-7.360103,-1.575819,0.213112,' >50K'
0.805449,0.130807,0.285855,6.702591,-0.735886,' <=50K'
1.872655,-0.383857,1.631125,-1.030799,2.270396,' <=50K'
0.750896,3.18841,-0.220794,1.331607,-2.126084,' <=50K'
0.489094,1.094381,0.867293,-0.762933,-1.14886,' <=50K'
3.037603,-0.650754,-1.150996,0.407965,-3.306217,' <=50K'
1.962714,0.163994,1.275901,-0.896973,1.022602,' <=50K'
-2.198826,-0.300167,0.61767,-0.845158,0.44527,' >50K'
2.823248,-0.415493,-0.573317,4.981166,2.783925,' <=50K'
2.277073,-1.229103,0.02618,-0.87782,0.886661,' <=50K'
1.91089,0.116968,1.543073,-1.329893,2.540732,' <=50K'
2.846706,0.566795,1.517212,-0.859486,2.282391,' <=50K'
-1.951594,0.364574,0.516079,-1.185569,1.056555,' <=50K'
-2.94503,1.092756,0.085997,-0.991354,0.280506,' >50K'
1.909102,0.923486,0.92283,0.062504,2.190926,' <=50K'
-2.380586,0.807674,0.369111,-1.104887,0.812612,' >50K'
-3.338512,2.850044,-0.73952,0.424109,0.979713,' >50K'
1.601535,-0.361343,0.654136,-0.209206,-3.173199,' <=50K'
-0.819984,1.173583,-0.134687,2.129628,-2.826435,' <=50K'
1.445662,-0.999192,1.728997,-1.006389,1.462465,' <=50K'
2.20569,-0.308759,1.624461,-1.178516,2.671989,' <=50K'
1.005614,0.170289,1.362382,0.704589,2.56253,' <=50K'
1.978444,-0.513406,-1.099599,-0.074954,-4.108875,' <=50K'
1.505656,1.333145,0.276059,1.51309,-3.635444,' <=50K'
2.210464,0.460166,1.055664,4.672262,4.226124,' <=50K'
-3.342165,0.903349,0.20768,0.260647,0.537675,' >50K'
1.916709,0.992597,0.498274,-0.283289,-1.742749,' <=50K'
-3.06329,1.337149,-0.171458,-0.859334,0.707581,' >50K'
-3.430096,-2.549877,0.444057,1.332111,-0.90304,' <=50K'
-3.445943,1.318807,-0.0774,0.284438,0.560685,' >50K'
-2.025415,3.063981,-0.923683,0.536853,-0.476533,' <=50K'
-3.443393,1.314793,-0.079478,0.282007,0.562033,' >50K'
3.365073,0.130771,-1.201275,5.393636,0.438519,' <=50K'
0.842265,3.728309,-0.244022,-0.191452,0.726383,' <=50K'
0.785183,2.632831,-0.3155,1.095649,-2.27687,' <=50K'
2.891722,-0.286601,1.38894,-1.060828,2.286091,' <=50K'
-1.428066,-2.024955,0.880499,-0.585829,-0.360061,' <=50K'
-3.912764,-0.969528,0.507913,1.049732,-0.729679,' <=50K'
2.103369,0.107379,1.145893,-0.734791,-0.126234,' <=50K'
3.218343,0.301539,1.237193,-0.749738,1.893896,' <=50K'
-1.306488,-0.697735,1.034953,-0.784062,0.951752,' <=50K'
-4.378552,2.761596,-0.955784,-0.903368,0.891449,' >50K'
-3.35514,1.774086,-0.210379,0.223529,0.356482,' >50K'
-3.628885,2.345437,-3.831372,0.125245,1.024838,' >50K'
-0.425613,0.11667,1.077928,-0.82714,1.420298,' >50K'
2.783749,0.549276,1.497815,-0.929174,2.257702,' <=50K'
0.621363,3.250719,-3.617767,-0.658857,1.653078,' <=50K'
-3.335472,2.165028,-0.629412,-0.899178,0.711338,' >50K'
2.107838,-0.256681,1.5054,-1.023204,1.229995,' <=50K'
-2.861031,0.8901,0.156607,-0.977219,0.450299,' >50K'
2.492581,-0.076195,1.342988,-1.028765,2.266927,' <=50K'
-1.567058,-1.48641,-1.388517,-1.251678,0.88598,' <=50K'
-3.482433,1.0253,0.095347,-0.001029,0.601559,' <=50K'
0.86198,0.785483,1.025638,-1.042531,0.689197,' <=50K'
2.226069,-4.952283,-1.792448,-0.917322,0.844309,' <=50K'
-1.372086,0.654303,0.024867,5.064788,2.811403,' <=50K'
1.625103,1.121061,0.433016,0.164641,-3.092175,' <=50K'
1.608575,-0.318624,1.661551,-1.136118,2.269988,' <=50K'
0.327737,-0.088692,0.617194,-0.081487,-1.026887,' >50K'
1.458927,1.442796,0.433704,-0.09963,-3.159554,' <=50K'
2.804648,0.817514,1.308094,-0.952921,1.550829,' <=50K'
-3.448711,1.327231,-0.05827,-0.630581,-0.039544,' >50K'
-1.570302,-0.269562,0.44303,0.745039,-0.519744,' <=50K'
0.562661,1.688446,0.86169,-1.655067,2.200316,' <=50K'
-1.187801,-1.307517,0.867032,-0.781777,0.576632,' <=50K'
0.202984,2.947596,-0.682146,0.944625,-2.217845,' >50K'
3.061674,-1.27407,-1.748124,0.070794,-2.669192,' <=50K'
3.029325,-0.534038,-3.413502,4.356773,4.027538,' <=50K'
-1.701579,-1.266654,0.979865,-0.422993,0.289266,' <=50K'
0.879128,-0.837442,1.59104,-0.821595,1.009588,' >50K'
-2.949664,1.946628,-0.547831,0.283496,0.413342,' >50K'
-2.073695,-1.882307,1.022752,-0.106365,-0.775962,' <=50K'
0.045227,0.507722,1.027391,0.694856,0.379887,' <=50K'
-1.678457,-1.952562,0.951035,-0.086611,0.077059,' >50K'
1.527461,1.147617,0.18987,1.066582,-3.52911,' <=50K'
2.304788,0.471356,1.454105,-0.932237,1.964765,' <=50K'
-2.260978,-1.838367,1.110036,-0.652703,-0.459879,' >50K'
-1.723961,-1.884359,1.216088,-0.754215,0.048323,' <=50K'
-2.259386,-1.122442,0.710138,0.842783,-0.4998,' <=50K'
-2.063802,1.040959,-1.641653,-0.742673,-0.016279,' >50K'
-2.630209,0.766722,0.267796,-1.011669,0.512694,' >50K'
-1.559412,-1.395249,1.058733,-0.576047,0.00837,' <=50K'
2.278555,-0.003415,0.620361,5.725072,0.128306,' <=50K'
1.152001,2.973241,0.158187,-1.341464,0.814337,' <=50K'
-1.582506,-0.485991,-2.792198,-0.666961,0.809011,' <=50K'
-3.084595,-0.456223,0.458684,0.796156,-0.465782,' <=50K'
-1.158421,-2.062726,1.029229,-0.777795,0.301194,' <=50K'
0.668659,3.476943,-0.095332,-0.14293,1.544149,' <=50K'
-3.895703,1.914007,-0.534077,0.958983,0.227868,' >50K'
-3.087054,2.044676,-0.535345,0.508208,0.216152,' >50K'
-1.748277,-1.307882,1.085359,-0.629472,-0.075985,' >50K'
-1.599826,-1.301938,1.069495,-0.744915,0.170855,' >50K'
0.12493,2.763887,0.187721,-1.259523,2.431557,' >50K'
-0.674172,-1.018752,0.788743,-0.781833,0.824868,' <=50K'
0.654429,0.046199,-1.082483,1.994669,-3.214159,' <=50K'
-2.376212,-0.671636,-1.781352,-0.758584,-0.073442,' >50K'
-0.647044,3.637539,-0.754027,0.77167,-2.085769,' <=50K'
2.39276,-1.252573,0.048927,-0.980584,1.036088,' <=50K'
1.186386,-0.60248,1.126104,-0.839024,-0.427827,' <=50K'
-1.359011,0.818595,-0.003366,1.365631,-1.599264,' >50K'
-2.398538,0.486986,-2.745752,-1.35205,0.827742,' >50K'
0.382532,-2.890737,-1.754566,-0.262643,-0.080045,' <=50K'
-2.012413,-1.991188,-1.786691,-0.943525,0.603856,' >50K'
-2.513422,1.569748,-0.191503,-0.713618,0.68024,' >50K'
-2.822361,0.840642,0.317079,-1.336033,0.577921,' >50K'
-1.682469,-1.879179,1.1452,-0.325798,-0.298208,' <=50K'
2.454907,1.682521,0.838889,0.174936,1.58118,' <=50K'
-3.398441,1.115242,0.153482,0.22259,0.411964,' <=50K'
0.659599,2.306039,0.193555,0.207339,0.827535,' <=50K'
0.345505,-0.184206,0.691811,-0.292668,0.351937,' <=50K'
-2.25985,0.452578,0.360838,0.757133,0.218255,' <=50K'
-1.732451,4.209097,-0.788526,-1.08028,-0.465317,' >50K'
-0.567368,1.616747,-0.139712,-0.251685,-0.715367,' >50K'
2.004251,-1.01416,1.706221,-1.388643,2.017007,' <=50K'
0.914404,-0.333649,-0.653361,1.323539,-3.022295,' <=50K'
3.342706,-1.280659,-4.338975,0.464382,-0.65455,' <=50K'
-1.965208,-0.463478,0.531586,0.9934,-0.096016,' >50K'
1.522695,-0.935384,1.802733,-1.07105,1.606184,' <=50K'
1.171428,0.446234,0.60023,-1.073613,-0.479845,' <=50K'
1.46082,0.184136,0.82198,0.282271,-2.167976,' <=50K'
0.784132,3.514841,-4.199093,0.19858,-0.005303,' >50K'
-2.357655,0.457944,0.50564,-1.321055,0.832157,' >50K'
-2.173401,0.401157,0.496908,-1.237293,0.91236,' <=50K'
1.458107,0.654355,-3.426088,-1.414935,-0.40356,' <=50K'
2.097042,-0.479099,-1.360045,0.252694,-3.677748,' <=50K'
-2.436952,-0.777625,0.416688,0.397402,0.297472,' <=50K'
-1.649057,-2.690932,1.134506,-0.354101,-0.006209,' >50K'
2.599763,-2.248943,-1.295116,0.811687,-3.340991,' <=50K'
1.451835,0.803227,0.592004,-0.467514,-0.830196,' <=50K'
2.969652,-0.973739,-1.346489,-0.213831,-2.886666,' <=50K'
2.716742,-0.921542,-0.475314,-0.522401,-0.904648,' <=50K'
1.066672,-0.712249,0.070901,-0.54893,-1.594893,' <=50K'
1.892153,-6.30283,-3.38357,-0.75286,0.122502,' <=50K'
-2.75816,-0.759634,0.70382,0.563857,-0.141143,' <=50K'
-0.094677,-1.037363,0.468054,-0.098426,-1.171156,' >50K'
-1.493139,-0.801944,-2.653723,-0.567372,0.720195,' >50K'
0.998731,-0.961804,-1.420175,-1.669351,1.611898,' <=50K'
2.269863,-3.482059,-1.736345,-1.250837,-0.105847,' <=50K'
2.179378,-1.310801,-6.129412,-1.953529,3.471534,' <=50K'
-0.556764,1.303628,0.058461,-0.5061,0.157755,' <=50K'
-1.109702,2.05494,-0.246781,0.979484,-1.994192,' >50K'
1.440576,-2.372814,1.006065,0.075721,-0.958543,' <=50K'
-3.466608,1.823579,-0.206341,0.274149,0.256865,' >50K'
2.230204,0.784247,-1.744341,4.235111,4.188402,' <=50K'
1.245648,-1.563139,0.761269,0.626034,-2.04726,' <=50K'
1.126863,1.07259,0.251505,0.984597,-2.531935,' <=50K'
-1.473538,-0.497441,0.861186,-0.953937,0.774757,' <=50K'
1.261565,-1.407738,0.122456,7.904512,-1.087042,' <=50K'
-2.924846,0.679284,0.320169,-1.104886,0.57856,' >50K'
0.754996,0.310377,0.122136,2.198271,-2.922485,' <=50K'
2.26234,0.421554,1.417999,-1.021478,1.950914,' <=50K'
-2.114267,-2.234362,-1.062766,-1.202973,0.896914,' <=50K'
-2.480253,0.010312,0.548538,-0.726361,0.712874,' >50K'
-2.988666,-0.068334,0.443419,-0.842766,0.049257,' >50K'
-2.202907,0.421163,0.501446,-1.210418,0.882053,' >50K'
1.973863,-0.014686,0.543226,0.408352,-3.173837,' <=50K'
-1.551495,2.895172,0.031906,-0.095146,-1.265653,' >50K'
-2.149553,-0.542814,0.304615,0.928254,-0.773087,' <=50K'
0.71045,0.162634,0.959435,0.509429,0.115832,' <=50K'
0.972112,1.940142,-1.311357,-0.996781,-2.193164,' <=50K'
-2.356366,2.350752,-0.605579,1.071393,-0.183111,' >50K'
-4.065212,0.484452,0.200813,0.23678,0.374367,' >50K'
-2.018983,-1.839082,0.678441,1.442194,-0.606016,' <=50K'
-2.166015,0.486074,0.50326,-1.03157,0.867548,' <=50K'
2.707982,-0.339814,-0.557409,5.086035,2.664154,' <=50K'
0.959695,-2.03634,0.812189,0.126984,-2.468604,' <=50K'
-0.357272,1.492544,-1.879492,-0.119694,-0.960531,' >50K'
-1.535836,-0.389734,0.369089,5.432817,2.021629,' <=50K'
0.621228,-3.103221,-3.227029,1.034807,-1.748462,' <=50K'
1.272916,-0.101647,0.827971,-0.262111,-2.757091,' <=50K'
3.313933,-0.431517,-1.017819,-0.264151,-1.85621,' <=50K'
-2.014315,-3.235014,0.830776,1.485548,-0.30548,' <=50K'
0.677264,-1.988282,-1.804917,-0.947266,-0.964472,' <=50K'
1.79713,-1.152204,-1.371429,-1.550709,2.677787,' <=50K'
-1.469579,-1.38235,-4.587956,-1.215093,0.211967,' <=50K'
3.4579,-0.055279,-6.885533,3.725965,5.486342,' <=50K'
2.429691,0.543305,0.605631,-0.454008,-0.666601,' <=50K'
2.254622,-0.105118,-1.182715,-0.318272,-1.695884,' <=50K'
1.744675,-0.698021,1.332169,-1.287352,0.606691,' <=50K'
2.216885,-4.796586,-1.846765,-1.340874,0.846416,' <=50K'
-0.337794,2.934882,-0.858334,0.65839,-1.645832,' <=50K'
-1.663937,-0.691566,0.890481,-0.505673,0.493012,' >50K'
0.951239,0.890807,1.146421,-1.51401,0.682791,' <=50K'
-1.258657,-0.15444,-2.781355,0.962773,-1.180232,' >50K'
-3.119486,0.962488,0.12872,0.049612,0.855903,' <=50K'
-2.886462,0.896395,0.167656,-1.106091,0.610435,' >50K'
-1.251777,-0.605786,0.506654,1.034375,0.001043,' <=50K'
3.482536,0.369492,-0.213951,-0.681696,1.523522,' <=50K'
0.414667,3.819734,-0.324648,0.188602,0.176682,' >50K'
1.423254,-0.760266,1.12486,-1.026443,-0.392057,' <=50K'
-2.616335,-1.60841,0.94731,0.912711,-0.404207,' >50K'
0.772916,1.316115,0.415688,5.263211,0.248282,' <=50K'
-2.564965,0.506126,-2.802249,-1.486723,1.175016,' >50K'
0.564355,-0.67814,1.504159,-0.774514,-0.382637,' <=50K'
2.007398,-1.10929,1.652469,-1.520096,2.041964,' <=50K'
0.774814,2.411987,-0.134012,-0.207226,-2.568732,' <=50K'
-2.219604,0.287937,-2.071944,-1.652107,1.483802,' >50K'
1.205062,-0.538729,1.483288,-1.039104,0.232633,' <=50K'
-2.398618,-1.569527,1.008271,0.815352,-0.263979,' >50K'
2.319069,1.223486,0.946563,-0.847471,-0.00933,' <=50K'
-0.617172,1.956418,0.0561,0.214758,-1.066197,' <=50K'
-2.641771,0.789624,0.311332,-1.248778,0.656188,' >50K'
-1.933753,0.65576,0.402868,-1.166458,0.967885,' <=50K'
-1.782407,-0.586501,0.535315,-0.521377,0.079261,' >50K'
1.236038,2.267429,-1.518723,-1.477587,0.526562,' >50K'
1.429417,-0.38433,-1.459341,5.825344,0.846438,' <=50K'
2.201531,-0.803489,0.48643,1.655238,-2.812378,' <=50K'
-3.060154,1.91579,-0.262859,0.441569,0.168269,' >50K'
1.370741,-1.276687,1.483747,-0.715497,0.343796,' <=50K'
-1.814017,-1.901232,1.17246,-0.675885,-0.08756,' >50K'
-3.074235,2.100877,-0.54915,0.456479,0.405766,' >50K'
1.47809,1.106774,0.389962,0.144127,-3.218428,' <=50K'
0.259993,4.158065,-0.441924,0.068783,0.176278,' <=50K'
-1.705192,-1.892168,1.186179,-0.522723,-0.076646,' <=50K'
-2.531782,-1.050233,0.666209,1.039533,-0.883699,' >50K'
