Instance_number,age,education-num,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,cluster
0.213821,0.260274,0.533333,0.2,0,0,0,0,0.397959,1,cluster2
0.213851,0.452055,0.866667,0.4,0,1,0,0,0.397959,0,cluster0
0.213882,0.164384,1,0.2,0.5,0,0,0,0.602041,0,cluster0
0.213913,0.205479,0.933333,0.2,0,0,0.03908,0,0.397959,0,cluster1
0.213943,0.136986,0.333333,0,0.75,0,0,0,0.755102,0,cluster0
0.213974,0.589041,0.2,0,0,1,0,0,0.346939,0,cluster0
0.214005,0.191781,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.214036,0.39726,0.733333,0.2,0,0,0,0,0.397959,0,cluster2
0.214066,0.315068,0.533333,0.6,0,1,0,0,0.397959,0,cluster0
0.214097,0.30137,0.6,0.2,0.25,0,0,0,0.520408,1,cluster0
0.214128,0.712329,0.2,0.2,0,0,0,0,0.55102,0,cluster0
0.214158,0.506849,0.8,0.2,0,0,0,0,0.397959,1,cluster2
0.214189,0.534247,0.533333,0,0,1,0,0,0.397959,0,cluster0
0.21422,0.410959,0.6,0,0,1,0,0,0.397959,0,cluster0
0.214251,0.109589,0.733333,0,0,1,0,0,0.44898,0,cluster0
0.214281,0.232877,0.533333,0.2,0,0,0,0,0.602041,0,cluster2
0.214312,0.09589,0.2,0.6,0,0,0,0,0.5,0,cluster0
0.214343,0.630137,0.6,0.2,0,0,0.105661,0,0.44898,0,cluster1
0.214373,0.164384,0.866667,0.2,0,0,0,0,0.5,0,cluster2
0.214404,0.643836,0.6,0.2,0,0,0,0,0.397959,0,cluster2
0.214435,0.369863,0.8,0,0,0,0,0,0.397959,0,cluster2
0.214466,0.123288,0.533333,1,0,0,0,0,0.602041,0,cluster0
0.214496,0.260274,0.333333,0,0,1,0,0,0.397959,0,cluster0
0.214527,0.520548,0.8,0.2,0,0,0.076881,0,0.377551,1,cluster1
0.214558,0.273973,0.533333,0.4,0,1,0,0,0.397959,1,cluster0
0.214588,0.273973,0.333333,0,0,0,0,0,0.653061,0,cluster0
0.214619,0.630137,0.8,0.4,0,1,0.076881,0,0.357143,1,cluster1
0.21465,0.219178,0.533333,0.2,0,0,0,0,0.602041,0,cluster2
0.214681,0.027397,0.6,0.6,0,1,0,0,0.091837,0,cluster0
0.214711,0.547945,0.866667,0.4,0.25,1,0,0.453857,0.397959,1,cluster1
0.214742,0.191781,0.733333,0.2,0,0,0.04386,0,0.44898,1,cluster1
0.214773,0.041096,0.6,0.6,0,1,0,0,0.295918,0,cluster0
0.214803,0.561644,0.533333,0.2,0,0,0.072981,0,0.397959,1,cluster1
0.214834,0.041096,0.6,0.6,0,1,0,0,0.193878,0,cluster0
0.214865,0.109589,0.6,0.2,0,0,0,0,0.397959,0,cluster0
0.214896,0.315068,0.533333,0.8,0,1,0,0,0.397959,0,cluster0
0.214926,0.013699,0.4,0.6,0,0,0.01055,0,0.193878,0,cluster1
0.214957,0.123288,0.533333,0,0,0,0,0,0.397959,0,cluster0
0.214988,0.164384,1,0.2,0,0,0,0,0.5,1,cluster2
0.215018,0.383562,0.8,0.2,0.25,0,0,0,0.397959,0,cluster0
0.215049,0.246575,0.6,0.6,0,1,0,0,0.377551,0,cluster0
0.21508,0.205479,0.6,0.8,0,0,0,0,0.44898,0,cluster0
0.215111,0.60274,0.533333,1,0,1,0,0,0.397959,0,cluster0
0.215141,0.123288,0.8,0,0,0,0,0,0.142857,0,cluster0
0.215172,0.534247,0.533333,0.2,0,0,0.03103,0,0.397959,1,cluster1
0.215203,0.068493,0.6,0.6,0.5,1,0,0,0.387755,0,cluster0
0.215233,0.438356,0.8,0.2,0.25,0,0,0,0.479592,0,cluster0
0.215264,0.315068,0.533333,0.4,0,1,0,0,0.112245,0,cluster0
0.215295,0.273973,0.533333,0.6,0,0,0,0,0.397959,0,cluster0
0.215326,0.082192,0.8,0.6,0,0,0,0,0.5,0,cluster0
0.215356,0.150685,0.8,0.2,0,0,0,0,0.602041,1,cluster2
0.215387,0.136986,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.215418,0.232877,0.666667,0.8,0,1,0,0,0.397959,0,cluster0
0.215448,0.438356,0.266667,0.2,0,0,0,0,0.44898,0,cluster0
0.215479,0.328767,0.6,0.6,0.5,0,0,0,0.397959,0,cluster0
0.21551,0.150685,0.8,0,0,0,0,0,0.204082,0,cluster0
0.215541,0.287671,0.6,0.2,0,0,0,0,0.55102,1,cluster2
0.215571,0.410959,0.733333,0.2,0,0,0,0.399449,0.397959,0,cluster2
0.215602,0.150685,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.215633,0.369863,0.866667,0.2,0,0,0.076881,0,0.5,1,cluster1
0.215663,0.328767,0.8,0,0,0,0,0,0.397959,0,cluster2
0.215694,0.452055,0.933333,0.2,0,0,0,0,0.357143,1,cluster2
0.215725,0.767123,0.533333,0,0,0,0,0,0.234694,0,cluster0
0.215756,0.054795,0.6,0.6,0.25,0,0,0,0.397959,0,cluster0
0.215786,0.287671,0.533333,0.8,0,1,0,0,0.397959,0,cluster0
0.215817,0.643836,0.866667,0.2,0,0,0,0,0.010204,0,cluster0
0.215848,0.410959,0.6,0.8,0,1,0,0,0.397959,0,cluster0
0.215878,0.479452,0.6,0.2,0,0,0.150242,0,0.602041,1,cluster1
0.215909,0.09589,0.8,0,0,0,0,0,0.44898,0,cluster0
0.21594,0.369863,0.8,0.2,0,0,0,0,0.397959,1,cluster2
0.215971,0.136986,0.2,0.8,0,0,0,0.2236,0.397959,0,cluster0
0.216001,0.60274,0.6,0.2,0.25,0,0,0,0.602041,1,cluster0
0.216032,0.561644,0.8,0.2,0,0,0.150242,0,0.397959,1,cluster1
0.216063,0.465753,0.8,0,0,1,0,0.359045,0.428571,1,cluster2
0.216093,0.438356,0.6,0.8,0,1,0,0,0.55102,0,cluster0
0.216124,0.082192,0.6,0.6,0.25,0,0,0,0.193878,0,cluster0
0.216155,0.027397,0.666667,0.6,0.25,1,0,0,0.397959,0,cluster0
0.216186,0.054795,0.533333,0,0,0,0,0,0.530612,0,cluster0
0.216216,0.534247,0.4,0,0,1,0,0,0.397959,0,cluster0
0.216247,0.246575,0.466667,0.2,0,0,0,0,0.397959,0,cluster0
0.216278,0.273973,0.6,0.8,0.75,1,0,0,0.193878,0,cluster0
0.216308,0.328767,1,0.8,0,1,0,0,0.5,1,cluster0
0.216339,0.178082,0.4,0.2,0,0,0,0,0.397959,0,cluster0
0.21637,0.246575,1,0.4,0,1,0,0,0.193878,0,cluster0
0.2164,0.410959,0.6,0.2,0,0,0,0,0.397959,0,cluster2
0.216431,0.575342,0.333333,0.8,0,1,0,0.587466,0.5,1,cluster1
0.216462,0.520548,0.4,0.2,0,0,0,0,0.316327,0,cluster0
0.216493,0.068493,0.666667,0.6,0.5,0,0,0,0.193878,0,cluster0
0.216523,0.191781,0.333333,0.8,0.25,1,0,0,0.397959,0,cluster0
0.216554,0.178082,0.866667,0.2,0,0,0.04386,0,0.397959,1,cluster1
0.216585,0.09589,0.8,0.6,0,0,0,0,0.479592,0,cluster0
0.216615,0.438356,0.6,0.2,0,0,0,0,0.397959,0,cluster2
0.216646,0.082192,0.2,0,0,0,0,0,0.244898,0,cluster0
0.216677,0.452055,0.533333,0.8,0,1,0,0,0.346939,0,cluster0
0.216708,0.287671,0.8,0,0.25,0,0,0,0.397959,0,cluster0
0.216738,0.041096,0.6,1,0.5,1,0,0,0.193878,0,cluster0
0.216769,0.438356,0.6,0.2,0,0,0,0,0.5,1,cluster2
0.2168,0.383562,0.533333,1,0.5,1,0,0,0.5,0,cluster0
0.21683,0.39726,0.8,0.2,0.5,0,0,0,0.5,1,cluster0
0.216861,0.027397,0.533333,0.6,0,1,0,0,0.295918,0,cluster0
0.216892,0.191781,0.8,0.6,0,1,0,0,0.397959,0,cluster0
0.216923,0.287671,0.533333,0.8,0,1,0,0,0.397959,0,cluster0
0.216953,0.534247,0.866667,0.2,0,0,0,0,0.5,1,cluster2
0.216984,0.09589,0.8,0.6,0,0,0,0,0.397959,0,cluster0
0.217015,0.561644,0.533333,0.2,0,0,0,0,0.5,0,cluster2
0.217045,0.150685,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.217076,0.068493,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.217107,0.39726,0.533333,0,0,0,0,0,0.397959,0,cluster0
0.217138,0.178082,0,0,0,0,0,0,0.397959,0,cluster0
0.217168,0.534247,0.8,0.2,0,0,0,0,0.44898,1,cluster2
0.217199,0.205479,0.533333,0.2,0.5,0,0,0,0.397959,0,cluster0
0.21723,0.534247,0.533333,0.2,0,0,0,0,0.438776,1,cluster2
0.21726,0.452055,0.6,0.2,0,0,0,0,0.397959,0,cluster2
0.217291,0.150685,0.533333,0.8,0.25,1,0,0,0.295918,0,cluster0
0.217322,0.178082,0.8,0,0,1,0,0,0.397959,0,cluster0
0.217353,0.09589,0.533333,0.6,0,0,0,0,0.397959,0,cluster0
0.217383,0.342466,0.666667,0.8,0.75,1,0,0,0.397959,0,cluster0
0.217414,0.191781,0.533333,0.2,0,0,0,0,0.397959,1,cluster2
0.217445,0.013699,0.4,0.6,1,1,0,0,0.193878,0,cluster0
0.217475,0.39726,0.333333,0,0,1,0,0,0.244898,0,cluster0
0.217506,0.191781,0.8,0,0,1,0,0,0.653061,1,cluster0
0.217537,0.287671,0.8,0.4,0,1,0.076881,0,0.397959,1,cluster1
0.217568,0.369863,0.866667,0.2,0,0,0,0,0.397959,1,cluster2
0.217598,0.520548,0.8,0.2,0,0,0,0.554408,0.5,1,cluster2
0.217629,0.027397,0.533333,0.6,0,0,0,0,0.193878,0,cluster0
0.21766,0.383562,0.866667,0,0,1,0,0,0.397959,1,cluster0
0.21769,0.452055,0.6,0.2,0,0,0,0,0.704082,0,cluster2
0.217721,0.493151,0.266667,0.2,0,0,0,0,0.397959,0,cluster0
0.217752,0.328767,0.8,0.2,0,0,1,0,0.653061,1,cluster1
0.217783,0.383562,0.6,0.8,0.25,1,0,0,0.397959,0,cluster0
0.217813,0.054795,0.333333,0,0,1,0,0,0.387755,0,cluster0
0.217844,0.273973,0.8,0.4,0,1,0,0,0.397959,1,cluster0
0.217875,0.342466,0.533333,0.8,0.25,1,0,0,0.397959,0,cluster0
0.217905,0.273973,0.533333,0.2,0,0,0,0,0.295918,0,cluster0
0.217936,0.39726,0.8,0,0,0,0,0.365014,0.397959,0,cluster2
0.217967,0.383562,0.666667,0.2,0,0,0,0,0.602041,0,cluster2
0.217998,0.205479,0.6,0,0,1,0,0,0.193878,0,cluster0
0.218028,0.178082,0.933333,0.2,0,0,0,0,0.5,0,cluster2
0.218059,0.547945,0.8,0.2,0,0,0,0,0.806122,1,cluster2
0.21809,0.273973,0.533333,0,0,1,0,0,0.561224,0,cluster0
0.21812,0.013699,0.6,0.6,0,1,0,0,0.397959,0,cluster0
0.218151,0.205479,0.6,0.2,0,0,0,0,0.397959,1,cluster2
0.218182,0.356164,0.8,0.2,0,0,0,0,0.397959,1,cluster2
0.218213,0.39726,0.866667,0.8,0,1,0.064971,0,0.5,0,cluster1
0.218243,0.260274,0.533333,0.8,0,1,0,0,0.27551,0,cluster0
0.218274,0.219178,0.866667,0,0,1,0,0,0.397959,0,cluster0
0.218305,0.424658,0.533333,0,0,1,0,0,0.397959,0,cluster0
0.218335,0.232877,0.533333,0.2,0,1,0,0,0.397959,0,cluster0
0.218366,0.232877,0.6,0,0,0,0,0,0.5,1,cluster2
0.218397,0.219178,0.533333,0,0,0,0,0,0.397959,0,cluster0
0.218428,0.260274,0.8,0.4,0,1,0,0,0.602041,0,cluster0
0.218458,0.082192,0.533333,0,0,0,0,0.38315,0.55102,0,cluster2
0.218489,0.30137,0.533333,0.2,0,0,0,0,0.397959,0,cluster2
0.21852,0.068493,0.733333,0.6,0,1,0,0,0.244898,0,cluster0
0.21855,0.027397,0.533333,0.6,0,0,0,0,0.193878,0,cluster0
0.218581,0.410959,0.533333,0.2,0,0,0.072981,0,0.44898,1,cluster1
0.218612,0.39726,0.666667,0,0,0,0,0,0.5,0,cluster2
0.218643,0.410959,0.866667,0,0,1,0,0,0.05102,0,cluster0
0.218673,0.410959,1,0.2,0,0,0,0,0.346939,1,cluster2
0.218704,0.479452,0.6,0,0,1,0,0,0.397959,0,cluster0
0.218735,0.287671,0.266667,0.2,0,0,0,0,0.397959,0,cluster0
0.218765,0.561644,0.533333,0.2,0,0,0,0,0.397959,1,cluster2
0.218796,0.205479,0.133333,0.2,0,0,0,0,0.397959,0,cluster0
0.218827,0.506849,0.666667,1,0,1,0,0,0.091837,0,cluster0
0.218857,0.041096,0.6,0,0,0,0,0,0.244898,0,cluster0
0.218888,0.109589,0.733333,0,0,0,0,0,0.479592,0,cluster0
0.218919,0.109589,0.266667,0,0,0,0,0,0.142857,0,cluster0
0.21895,0.260274,0.8,0,0,0,0,0.43067,0.438776,0,cluster2
0.21898,0.712329,0.533333,0.2,0,0,0,0,0.295918,0,cluster0
0.219011,0.150685,0.8,0.4,0,1,0,0,0.44898,1,cluster0
0.219042,0.041096,0.6,0.6,0,1,0,0,0.193878,0,cluster0
0.219072,0.054795,0.2,0.8,0,0,0,0,0.397959,0,cluster0
0.219103,0.273973,0.8,0.2,0,0,0,0,0.397959,1,cluster2
0.219134,0.054795,0.533333,0.6,0,0,0,0,0.316327,0,cluster0
0.219165,0.109589,0.733333,0.2,0,0,0,0,0.122449,0,cluster0
0.219195,0.30137,0.533333,1,0.25,1,0,0,0.397959,0,cluster0
0.219226,0.232877,0.666667,0.2,0,0,0,0,0.397959,1,cluster2
0.219257,0.219178,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.219287,0.410959,0.533333,0.2,0,0,0,0,0.5,1,cluster2
0.219318,0.164384,0.666667,0,0,1,0,0,0.397959,0,cluster0
0.219349,0.424658,0.533333,0.2,0,0,0,0,0.897959,0,cluster2
0.21938,0.342466,1,0.2,0,0,0,0.453857,0.602041,1,cluster2
0.21941,0.164384,0.4,0.8,0,1,0,0,0.397959,0,cluster0
0.219441,0.232877,0.533333,0.6,0,0,0,0,0.397959,0,cluster0
0.219472,0.041096,0.6,0.6,0,0,0,0,0.244898,0,cluster0
0.219502,0.328767,0.866667,0.2,0,0,0,0,0.397959,1,cluster2
0.219533,0.383562,0.6,0,0,0,0,0.43067,0.5,0,cluster2
0.219564,0.068493,0.666667,0.6,0,0,0,0,0.397959,0,cluster0
0.219595,0.082192,0.533333,0.6,0,0,0,0,0.438776,0,cluster0
0.219625,0.027397,0.6,0.6,0,1,0,0,0.377551,0,cluster0
0.219656,0.09589,0.6,0.6,0,0,0,0,0.397959,0,cluster0
0.219687,0.041096,0.6,0.6,0,0,0,0,0.295918,0,cluster0
0.219717,0.205479,0.533333,0,0,0,0,0,0.397959,0,cluster0
0.219748,0.479452,0.866667,0.8,0,0,0.150202,0,0.5,1,cluster1
0.219779,0.260274,0.533333,0.8,0,0,0,0,0.602041,1,cluster0
0.21981,0.013699,0.333333,0.6,0,0,0,0,0.295918,0,cluster0
0.21984,0.136986,0.533333,0.6,0,1,0,0,0.397959,0,cluster0
0.219871,0.123288,0.6,0.2,0,0,0,0,0.602041,0,cluster2
0.219902,0.479452,0.733333,0.8,0,1,0,0,0.316327,0,cluster0
0.219932,0.09589,0.6,0.8,0.75,0,0,0,0.397959,0,cluster0
0.219963,0.342466,0.533333,0,0.25,0,0,0,0.397959,0,cluster0
0.219994,0.30137,0.933333,0.4,0,1,0.076881,0,0.602041,1,cluster1
0.220025,0.041096,0.6,0.6,0,1,0,0,0.346939,0,cluster0
0.220055,0.041096,0.6,0.6,0,1,0,0,0.091837,0,cluster0
0.220086,0.30137,0.533333,0.8,0,0,0,0,0.397959,0,cluster0
0.220117,0.69863,0.4,0.2,0,0,0,0,0.295918,0,cluster0
0.220147,0.246575,0.533333,0.8,0.25,1,0,0,0.479592,0,cluster0
0.220178,0.506849,0.8,0.2,0,0,0,0,0.397959,0,cluster2
0.220209,0.09589,0.8,0.6,0,0,0,0,0.397959,0,cluster0
0.22024,0.09589,0.8,0,0,1,0,0,0.071429,0,cluster0
0.22027,0.041096,0.6,0.6,0.25,1,0,0,0.142857,0,cluster0
0.220301,0.643836,0,0.2,0,0,0,0,0.397959,0,cluster0
0.220332,0.150685,0.8,0,0,1,0,0,0.346939,0,cluster0
0.220362,0.260274,0.533333,0.2,0,0,0,0,0.469388,0,cluster2
0.220393,0.369863,0.533333,0.2,0,0,0,0,0.602041,0,cluster2
0.220424,0.287671,0.6,0,0,0,0,0.518365,0.55102,1,cluster2
0.220455,0.068493,0.533333,0,0,1,0,0,0.602041,0,cluster0
0.220485,0.534247,0.533333,0.2,0,0,0,0,0.397959,0,cluster2
0.220516,0.09589,0.8,0.2,0,0,0,0,0.44898,0,cluster2
0.220547,0.09589,0.6,0,0,1,0,0,0.755102,0,cluster0
0.220577,0.068493,0.733333,0,0,1,0,0,0.397959,0,cluster0
0.220608,0.054795,0.6,0.6,0,1,0,0,0.295918,0,cluster0
0.220639,0.342466,0.8,0.2,0,0,0,0,0.397959,1,cluster2
0.22067,0.328767,0.866667,0.8,0,1,0,0,0.55102,0,cluster0
0.2207,0.027397,0.533333,0.6,0,1,0.340953,0,0.193878,0,cluster1
0.220731,0.684932,0.6,0.2,0,0,0,0,0.438776,0,cluster2
0.220762,0.041096,0.6,0.6,0,1,0,0,0.295918,0,cluster0
0.220792,0.205479,0.533333,0.2,1,0,0,0,0.397959,0,cluster0
0.220823,0.39726,0.533333,0.6,0.25,1,0,0,0.397959,0,cluster0
0.220854,0.479452,0.533333,0,0,1,0,0,0.357143,0,cluster0
0.220885,0.369863,0.8,0.8,0.25,0,0,0,0.397959,0,cluster0
0.220915,0.657534,0.4,0.2,0,0,0,0,0.397959,0,cluster2
0.220946,0.273973,0.8,0.2,0,0,0,0.433196,0.397959,1,cluster2
0.220977,0.136986,0.6,0.2,0,0,0,0,0.5,0,cluster2
0.221007,0.246575,0.533333,0.4,0.25,1,0,0,0.346939,0,cluster0
0.221038,0.178082,0.533333,0,0,1,0,0,0.44898,0,cluster0
0.221069,0.643836,0.533333,0.2,0,0,0.03137,0,0.397959,0,cluster1
0.2211,0.424658,0.533333,0,0,1,0,0,0.367347,1,cluster0
0.22113,0.246575,0.2,0.8,0,1,0,0,0.397959,0,cluster0
0.221161,0.150685,0.8,0,0,0,0,0,0.44898,0,cluster0
0.221192,0.630137,0.8,0.2,0.5,0,0,0.453857,0.316327,1,cluster1
0.221222,0.315068,0.933333,0.2,0,0,0,0,0.55102,1,cluster2
0.221253,0.219178,0.6,0,0,0,0,0,0.397959,0,cluster0
0.221284,0.315068,0.6,0.2,0,0,0,0,0.5,1,cluster2
0.221314,0.109589,0.2,1,0,0,0,0,0.44898,0,cluster0
0.221345,0.383562,0.8,0.2,0,0,0,0,0.377551,1,cluster2
0.221376,0.178082,0.6,0.2,0,0,0,0,0.397959,1,cluster2
0.221407,0.493151,0.6,0.8,0.25,1,0,0,0.397959,0,cluster0
0.221437,0.630137,0.533333,0.2,0.5,0,0.02105,0,0.397959,0,cluster1
0.221468,0.136986,0.6,0.2,0,0,0,0,0.602041,0,cluster2
0.221499,0.191781,0.4,0,0,0,0,0,0.397959,0,cluster0
0.221529,0.219178,0.533333,0.2,0,0,0,0,0.602041,0,cluster2
0.22156,0.30137,0.8,0,0,0,0,0,0.397959,1,cluster2
0.221591,0.342466,0.6,0.2,0,0,0,0,0.44898,1,cluster2
0.221622,0.027397,0.533333,0.6,0.25,0,0,0,0.295918,0,cluster0
0.221652,0.191781,0.8,0.2,0,0,0,0,0.397959,0,cluster2
0.221683,0.493151,0.533333,0.2,0,0,0,0,0.397959,0,cluster2
0.221714,0.410959,0.6,0.2,0,0,0,0,0.193878,0,cluster0
0.221744,0.136986,1,0.6,0,1,0,0,0.397959,0,cluster0
0.221775,0.068493,0.533333,0,0,1,0,0,0.397959,0,cluster0
0.221806,0.164384,0.533333,0.4,0,1,0,0,0.397959,1,cluster0
0.221837,0.479452,0.533333,0.8,0,1,0,0.4045,0.397959,0,cluster0
0.221867,0.205479,0.666667,0.6,0,0,0,0,0.459184,0,cluster0
0.221898,0.082192,0.533333,0,0,0,0,0,0.397959,0,cluster0
0.221929,0.136986,0.6,0.6,0,0,0,0,0.193878,0,cluster0
0.221959,0.493151,0.533333,0,0.25,1,0,0,0.397959,0,cluster0
0.22199,0.013699,0.533333,0.6,0,0,0,0,0.193878,0,cluster0
0.222021,0.328767,0.8,0.8,0,1,0,0,0.295918,0,cluster0
0.222052,0.136986,0.533333,0.4,0,1,0,0,0.397959,0,cluster0
0.222082,0.178082,0.6,0.6,0,0,0,0,0.397959,0,cluster0
0.222113,0.328767,0.533333,0.8,0,1,0,0,0.397959,0,cluster0
0.222144,0.054795,0.6,0,0,1,0,0,0.295918,0,cluster0
0.222174,0.561644,0.533333,0.8,0.25,1,0,0,0.397959,0,cluster0
0.222205,0.383562,0.8,0,0,1,0,0,0.397959,0,cluster0
0.222236,0.315068,0.333333,0.6,0,0,0,0,0.397959,0,cluster0
0.222267,0.054795,0.6,0,0,1,0,0,0.397959,0,cluster0
0.222297,0.164384,0.8,0,1,1,0,0.365014,0.397959,0,cluster0
0.222328,0.452055,0.666667,0.4,0.25,1,0,0,0.397959,0,cluster0
0.222359,0.123288,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.222389,0.082192,0.533333,1,0,1,0,0,0.397959,0,cluster0
0.22242,0.136986,0.8,0.6,0,0,0,0,0.397959,0,cluster0
0.222451,0.260274,0.8,0,0.25,1,0,0,0.397959,0,cluster0
0.222482,0.068493,0.533333,1,0,0,0,0,0.397959,0,cluster0
0.222512,0.273973,0.6,0.6,0,0,0,0,0.397959,0,cluster0
0.222543,0.506849,0.8,0.2,0,0,0,0,0.397959,0,cluster2
0.222574,0.260274,0.533333,0.8,0,0,0,0,0.5,0,cluster0
0.222604,0.369863,0.666667,0.2,0.25,0,0,0,0.397959,0,cluster0
0.222635,0.287671,0.6,0.2,0.25,0,0,0,0.397959,1,cluster0
0.222666,0.438356,0.6,0,0,1,0,0,0.397959,0,cluster0
0.222697,0.013699,0.4,0.6,0,0,0,0,0.112245,0,cluster0
0.222727,0.123288,0.8,0,0,0,0,0,0.479592,0,cluster0
0.222758,0.424658,0.8,0.2,0,0,0,0,0.44898,1,cluster2
0.222789,0.205479,0.4,0.4,0,1,0,0,0.397959,0,cluster0
0.222819,0.246575,0.533333,0.6,0,0,0,0,0.397959,0,cluster0
0.22285,0.315068,0.533333,0,0,1,0,0,0.44898,0,cluster0
0.222881,0.315068,0.533333,0.2,0,0,0.03411,0,0.397959,0,cluster1
0.222912,0.342466,0.933333,0.2,0.5,0,0,0,0.72449,1,cluster0
0.222942,0.178082,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.222973,0.027397,0.6,0.6,0,1,0,0,0.193878,0,cluster0
0.223004,0.260274,0.733333,0.2,0,0,0,0,0.602041,1,cluster2
0.223034,0.191781,0.533333,0,0,1,0,0,0.397959,0,cluster0
0.223065,0.452055,0.733333,0.2,0,0,0,0,0.602041,0,cluster2
0.223096,0.287671,0.533333,0,0.25,0,0,0,0.397959,0,cluster0
0.223127,0.246575,0.6,0.2,0,0,0,0,0.5,1,cluster2
0.223157,0.383562,0.8,0.2,0,0,0,0,0.397959,1,cluster2
0.223188,0.164384,0.333333,0.8,0,1,0,0,0.397959,0,cluster0
0.223219,0.328767,0.6,0,0,0,0,0,0.459184,1,cluster2
0.223249,0.219178,0.933333,0,0,1,0,0,0.5,1,cluster0
0.22328,0.438356,0.6,0,0,1,0,0,0.602041,0,cluster0
0.223311,0.150685,0.6,0.2,0,0,0,0,0.397959,1,cluster2
0.223342,0.438356,0.8,0.2,0.25,0,0.150242,0,0.397959,1,cluster1
0.223372,0.136986,0.533333,0.6,0,1,0,0,0.397959,0,cluster0
0.223403,0.410959,0.533333,0.2,0,0,0.02885,0,0.316327,0,cluster1
0.223434,0.342466,1,0,0,1,0,0,0.397959,1,cluster0
0.223464,0.178082,0.533333,0,0,0,0,0,0.602041,0,cluster0
0.223495,0.273973,0.533333,0.2,0,0,0,0,0.397959,0,cluster2
0.223526,0.273973,1,0.4,0,1,0,0,0.346939,0,cluster0
0.223557,0.465753,0.533333,0,0.25,1,0,0,0.377551,0,cluster0
0.223587,0.136986,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.223618,0.493151,0.533333,0,0,1,0,0,0.397959,0,cluster0
0.223649,0.383562,0.533333,0,0,0,0,0,0.397959,0,cluster0
0.223679,0.273973,0.8,0.2,0,0,0,0,0.44898,0,cluster2
0.22371,0.315068,0.8,0,0,1,0,0,0.397959,0,cluster0
0.223741,0.506849,0.866667,0.2,0.5,0,0,0,0.397959,1,cluster0
0.223771,0.410959,0.533333,0.2,0,0,0,0,0.418367,1,cluster2
0.223802,0.246575,0.533333,0.2,0,0,0,0,0.397959,1,cluster2
0.223833,0.219178,0.533333,0.2,0,0,0,0,0.397959,0,cluster0
0.223864,0.150685,0.6,1,0.25,0,0,0,0.397959,0,cluster0
0.223894,0.30137,0.8,0.4,0,1,0,0,0.55102,1,cluster0
0.223925,0.109589,0.533333,0.6,0,0,0,0.367769,0.397959,0,cluster0
0.223956,0.219178,0.8,0.2,0,0,0,0,0.397959,0,cluster2
0.223986,0.232877,0.4,0,0,1,0,0,0.397959,0,cluster0
0.224017,0.493151,0.533333,0.2,0,0,0,0,0.397959,1,cluster2
0.224048,0.054795,0.733333,0.6,0,0,0,0,0.346939,0,cluster0
0.224079,0.191781,1,0.2,0,0,0.072981,0,0.55102,1,cluster1
0.224109,0.630137,0.533333,0.2,0,0,0,0,0.44898,0,cluster2
0.22414,0.054795,0.6,0.6,0,0,0,0,0.295918,0,cluster0
0.224171,0.575342,0.533333,0.2,0,0,0,0,0.397959,1,cluster2
0.224201,0.452055,0.066667,0.8,0.25,1,0,0,0.397959,0,cluster0
0.224232,0.671233,0.533333,0.4,0,1,0,0,0.193878,0,cluster0
0.224263,0.027397,0.533333,0.6,0,0,0,0,0.295918,0,cluster0
0.224294,0.191781,0.8,0,0,0,0,0,0.44898,0,cluster0
0.224324,0.082192,0.8,0.4,0,1,0,0,0.397959,0,cluster0
0.224355,0.383562,0.666667,0.4,0,1,0,0,0.397959,1,cluster0
0.224386,0.246575,0.8,0.2,0,0,0,0,0.397959,0,cluster2
0.224416,0.205479,0.8,0.6,0,0,0,0,0.397959,0,cluster0
0.224447,0.041096,0.2,1,0,1,0,0,0.602041,0,cluster0
0.224478,0.287671,0.533333,1,0,0,0,0,0.397959,1,cluster0
0.224509,0.438356,0.533333,0.4,0.5,1,0,0,0.071429,0,cluster0
0.224539,0.643836,0.533333,0,0,1,0,0,0.397959,0,cluster0
0.22457,0.589041,0.4,0.2,0,0,0,0,0.193878,0,cluster0
0.224601,0.109589,0.8,0,0,1,0,0,0.5,0,cluster0
0.224631,0.054795,0.533333,0,0,0,0,0,0.346939,0,cluster0
0.224662,0.123288,0.533333,1,0,1,0,0.367769,0.142857,0,cluster0
0.224693,0.082192,0.6,0,0,0,0,0,0.193878,0,cluster0
0.224724,0.684932,0.866667,0.2,0,0,0,0,0.479592,1,cluster2
0.224754,0.09589,0.533333,0.8,0,1,0,0,0.295918,0,cluster0
0.224785,0.39726,0.066667,0.6,0,1,0,0,0.397959,0,cluster0
0.224816,0.287671,1,0.2,0.5,0,0,0,0.397959,0,cluster0
0.224846,0.041096,0.2,1,0,0,0,0,0.397959,0,cluster0
0.224877,0.150685,0.6,1,0,1,0,0,0.397959,0,cluster0
0.224908,0.123288,0.8,0,0,0,0,0,0.479592,0,cluster0
0.224939,0.561644,0.533333,0.2,0,0,0,0,0.397959,0,cluster2
