@relation 'adult.data.num-weka.filters.unsupervised.attribute.Remove-V-R1,5,8-13,15_clustered'

@attribute Instance_number numeric
@attribute age numeric
@attribute education-num numeric
@attribute relationship numeric
@attribute race numeric
@attribute sex numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
10533,38,14,1,0,0,0,0,40,1,cluster2
10534,47,10,1,2,0,3103,0,40,1,cluster1
10535,49,13,1,0,0,0,0,42,1,cluster2
10536,19,9,3,0,1,0,0,24,0,cluster0
10537,20,10,4,0,0,0,0,40,0,cluster0
10538,66,9,5,0,1,0,0,35,0,cluster0
10539,22,10,0,1,1,0,0,25,0,cluster0
10540,51,14,1,0,0,0,0,42,1,cluster2
10541,19,10,0,0,0,0,0,40,0,cluster0
10542,36,10,4,0,1,0,0,40,0,cluster0
10543,33,9,1,0,0,0,0,60,1,cluster2
10544,41,13,0,0,0,0,1980,56,0,cluster2
10545,90,9,1,0,0,9386,0,50,1,cluster1
10546,78,4,1,0,0,0,0,60,0,cluster0
10547,36,9,0,0,1,0,0,40,0,cluster0
10548,30,15,3,0,0,0,0,55,0,cluster0
10549,35,10,0,0,0,0,0,40,0,cluster0
10550,46,14,1,0,0,0,0,45,1,cluster2
10551,38,9,5,0,0,0,0,40,0,cluster0
10552,24,13,1,0,0,0,0,40,0,cluster2
10553,40,13,2,0,1,0,0,40,0,cluster0
10554,49,4,1,0,0,0,0,40,0,cluster0
10555,19,9,3,1,0,0,0,30,0,cluster0
10556,77,10,0,0,1,0,0,20,0,cluster0
10557,46,9,1,0,0,0,0,56,1,cluster2
10558,41,10,0,1,0,0,0,40,0,cluster0
10559,28,2,4,0,0,0,0,77,0,cluster0
10560,21,9,1,0,0,0,0,40,0,cluster0
10561,24,8,3,1,0,0,0,40,0,cluster0
10562,36,9,1,1,0,0,0,45,0,cluster0
10563,23,10,3,0,0,0,0,25,0,cluster0
10564,38,9,1,0,0,0,2051,40,0,cluster2
10565,29,9,1,0,0,0,0,40,0,cluster0
10566,38,10,5,0,0,0,0,50,1,cluster0
10567,47,13,4,1,0,0,0,40,1,cluster0
10568,39,14,0,0,1,0,0,40,0,cluster0
10569,40,13,1,0,0,0,0,48,0,cluster2
10570,21,10,3,0,0,0,0,40,0,cluster0
10571,32,9,3,2,1,0,0,40,0,cluster0
10572,23,9,3,0,0,0,0,40,0,cluster0
10573,44,9,1,0,0,0,0,40,0,cluster2
10574,37,10,0,1,0,0,0,40,0,cluster0
10575,70,13,4,0,1,0,0,20,0,cluster0
10576,51,14,1,0,0,0,1977,40,1,cluster2
10577,66,5,0,1,1,0,0,30,0,cluster0
10578,57,10,1,0,0,0,0,40,0,cluster2
10579,36,10,1,0,0,0,0,40,1,cluster2
10580,48,13,0,0,0,0,0,60,1,cluster2
10581,24,9,1,0,0,0,0,40,0,cluster0
10582,51,14,2,0,1,0,0,40,1,cluster0
10583,43,13,1,0,0,0,0,50,1,cluster2
10584,27,9,1,0,0,0,0,60,0,cluster2
10585,32,13,3,0,1,0,0,40,0,cluster0
10586,20,10,3,0,1,0,0,35,0,cluster0
10587,33,10,0,0,1,0,0,40,0,cluster0
10588,19,10,0,0,0,0,0,40,0,cluster0
10589,32,10,1,0,0,0,0,60,1,cluster2
10590,35,15,0,2,0,0,0,40,1,cluster0
10591,26,9,1,0,0,5013,0,60,0,cluster1
10592,39,9,4,0,1,0,0,60,0,cluster0
10593,24,13,3,1,1,0,0,75,0,cluster0
10594,45,10,1,0,0,0,0,40,1,cluster2
10595,20,10,3,0,0,0,0,40,0,cluster0
10596,49,13,5,0,1,0,0,45,0,cluster0
10597,35,14,0,0,1,0,0,40,0,cluster0
10598,30,9,0,0,1,0,0,40,0,cluster0
10599,23,10,3,0,1,0,1617,25,0,cluster0
10600,33,13,1,0,0,0,0,45,0,cluster2
10601,35,9,1,0,0,0,0,50,0,cluster2
10602,31,14,1,0,0,0,0,50,0,cluster2
10603,20,7,0,1,0,0,0,25,0,cluster0
10604,44,9,1,0,0,0,0,40,0,cluster2
10605,33,9,1,1,0,0,0,40,0,cluster0
10606,50,10,1,0,0,0,0,40,0,cluster2
10607,25,9,4,0,1,0,0,40,0,cluster0
10608,28,9,1,0,0,0,0,40,0,cluster0
10609,60,13,1,1,0,0,0,40,1,cluster0
10610,38,11,1,0,0,0,0,40,0,cluster2
10611,38,10,1,1,0,0,0,40,0,cluster0
10612,57,13,0,0,0,0,2258,40,0,cluster2
10613,50,9,1,0,0,0,0,40,1,cluster2
10614,39,7,4,0,1,0,0,40,0,cluster0
10615,69,9,1,0,0,1424,0,6,0,cluster1
10616,51,11,0,0,0,0,2444,39,1,cluster2
10617,42,9,1,1,0,0,0,40,0,cluster0
10618,53,13,1,0,0,0,0,50,1,cluster2
10619,37,13,1,0,0,0,0,40,0,cluster2
10620,37,6,1,0,0,0,0,40,0,cluster0
10621,38,9,1,0,0,7298,0,50,1,cluster1
10622,20,10,3,0,1,0,0,24,0,cluster0
10623,38,10,4,1,1,0,0,38,0,cluster0
10624,52,11,1,0,0,0,0,48,1,cluster2
10625,48,11,1,0,0,0,0,50,1,cluster2
10626,30,11,1,0,0,0,0,40,1,cluster2
10627,37,9,1,0,0,0,1848,65,1,cluster2
10628,47,9,1,0,0,0,0,45,0,cluster2
10629,33,13,4,0,1,0,0,60,0,cluster0
10630,33,9,0,2,1,0,0,35,0,cluster0
10631,20,10,3,0,0,0,0,15,0,cluster0
10632,41,13,0,0,0,0,0,40,0,cluster2
10633,32,10,1,0,0,0,1485,45,1,cluster2
10634,54,9,1,2,0,0,0,50,0,cluster0
10635,36,13,2,0,1,0,0,40,0,cluster0
10636,46,13,0,0,1,0,0,40,0,cluster0
10637,45,13,1,0,0,0,0,40,1,cluster2
10638,18,10,3,0,1,0,0,16,0,cluster0
10639,62,10,1,0,0,0,0,60,0,cluster2
10640,33,9,1,0,0,0,0,40,0,cluster0
10641,42,9,4,0,0,0,0,40,0,cluster0
10642,18,10,3,0,1,0,0,40,0,cluster0
10643,32,11,4,0,1,0,0,40,0,cluster0
10644,43,4,1,1,0,0,0,40,0,cluster0
10645,20,9,4,1,1,0,0,25,0,cluster0
10646,50,13,0,0,0,0,0,45,0,cluster2
10647,42,16,1,0,0,0,0,43,1,cluster2
10648,36,9,1,0,0,0,0,40,0,cluster2
10649,22,9,3,0,0,0,0,40,0,cluster0
10650,30,9,1,1,0,0,0,40,0,cluster0
10651,33,9,0,0,0,0,0,40,0,cluster0
10652,43,12,1,0,0,0,0,43,0,cluster2
10653,38,10,1,0,0,0,0,40,0,cluster2
10654,34,13,0,0,0,0,0,14,0,cluster0
10655,40,10,4,0,1,0,0,45,0,cluster0
10656,40,9,1,0,0,0,0,40,0,cluster2
10657,41,15,1,0,0,0,0,50,1,cluster2
10658,57,10,1,0,0,0,0,50,1,cluster2
10659,65,14,1,0,0,0,1648,4,0,cluster2
10660,52,10,1,0,0,0,0,50,0,cluster2
10661,59,15,1,2,0,99999,0,40,1,cluster1
10662,18,9,3,0,0,2176,0,25,0,cluster1
10663,48,12,1,0,0,0,0,45,0,cluster2
10664,45,3,4,0,0,0,0,40,0,cluster0
10665,24,9,1,0,0,0,0,40,0,cluster0
10666,27,12,0,0,0,0,0,40,0,cluster0
10667,40,14,1,0,0,15024,0,50,1,cluster1
10668,44,13,1,0,0,5013,0,40,0,cluster1
10669,24,9,3,1,0,0,0,50,0,cluster0
10670,71,15,1,0,0,0,0,16,0,cluster2
10671,17,8,3,0,0,0,0,40,0,cluster0
10672,57,10,1,0,0,3137,0,40,0,cluster1
10673,71,13,1,0,0,9386,0,30,1,cluster1
10674,37,16,1,2,0,0,0,40,0,cluster0
10675,33,9,1,0,0,0,0,40,0,cluster0
10676,41,9,1,0,0,0,0,40,0,cluster2
10677,25,13,3,0,1,0,0,40,0,cluster0
10678,42,9,1,0,0,0,0,15,0,cluster0
10679,18,7,4,1,1,0,0,50,0,cluster0
10680,34,9,0,0,0,0,0,40,0,cluster0
10681,57,6,2,0,1,0,0,40,0,cluster0
10682,27,13,0,0,1,0,0,45,0,cluster0
10683,46,13,0,0,1,0,0,8,0,cluster0
10684,64,7,0,0,1,3674,0,35,0,cluster1
10685,24,13,3,0,0,0,0,20,0,cluster0
10686,23,13,3,0,0,0,0,30,0,cluster0
10687,33,10,1,0,0,0,0,40,0,cluster2
10688,58,11,0,0,0,2202,0,56,0,cluster1
10689,25,5,1,0,0,0,0,40,0,cluster0
10690,44,14,0,0,1,0,0,55,0,cluster0
10691,53,9,1,0,0,0,0,40,1,cluster2
10692,38,9,2,0,1,0,0,35,1,cluster0
10693,36,13,0,0,1,0,0,45,1,cluster0
10694,25,9,0,0,0,0,0,40,0,cluster0
10695,54,13,4,0,1,0,0,40,0,cluster0
10696,31,8,4,1,0,0,0,40,0,cluster0
10697,18,9,3,0,0,0,0,40,0,cluster0
10698,40,9,0,1,0,0,0,40,0,cluster0
10699,26,10,2,1,1,0,0,40,0,cluster0
10700,68,16,1,0,0,20051,0,50,1,cluster1
10701,33,13,0,0,0,2202,0,50,0,cluster1
10702,22,12,0,0,0,0,0,55,0,cluster0
10703,50,10,1,0,0,0,0,40,0,cluster2
10704,24,13,3,0,0,0,0,30,0,cluster0
10705,44,9,0,0,1,0,0,40,0,cluster0
10706,37,9,4,1,0,0,0,40,0,cluster0
10707,34,13,1,0,0,0,0,40,0,cluster2
10708,45,10,0,0,1,0,0,45,1,cluster0
10709,77,14,1,0,0,0,0,8,1,cluster2
10710,25,6,3,0,1,0,0,35,0,cluster0
10711,20,10,4,1,1,0,0,40,0,cluster0
10712,46,9,0,3,0,0,0,40,0,cluster0
10713,26,12,3,0,0,0,0,40,0,cluster0
10714,45,2,2,0,1,0,0,25,0,cluster0
10715,70,9,4,0,1,0,0,4,0,cluster0
10716,57,9,1,0,0,0,0,40,1,cluster2
10717,28,11,0,0,0,0,0,40,0,cluster0
10718,35,12,2,0,1,0,0,16,0,cluster0
10719,36,10,1,0,0,7688,0,45,1,cluster1
10720,32,9,0,0,1,0,0,40,0,cluster0
10721,29,13,0,0,0,0,0,50,1,cluster2
10722,36,13,4,0,0,0,0,45,0,cluster0
10723,19,9,3,0,0,0,0,30,0,cluster0
10724,27,13,4,2,1,0,0,20,0,cluster0
10725,48,14,1,0,0,0,0,55,1,cluster2
10726,49,13,1,0,0,0,0,50,0,cluster2
10727,55,14,1,0,0,0,1977,20,1,cluster2
10728,61,9,0,0,1,0,0,82,0,cluster0
10729,42,10,1,0,0,15024,0,40,1,cluster1
10730,42,12,0,0,1,0,0,40,0,cluster0
10731,30,11,1,0,0,0,0,40,0,cluster2
10732,32,9,1,0,0,0,0,40,0,cluster0
10733,37,10,1,0,0,0,0,40,1,cluster2
10734,35,10,1,0,0,0,0,45,0,cluster2
10735,30,11,0,0,1,0,0,40,0,cluster0
10736,30,15,1,2,0,0,0,20,1,cluster0
10737,55,10,1,0,0,0,0,70,1,cluster2
10738,36,10,1,0,0,0,0,40,0,cluster2
10739,33,9,3,0,0,0,0,48,0,cluster0
10740,56,13,1,0,0,0,0,40,1,cluster2
10741,26,11,1,0,0,0,2002,40,0,cluster2
10742,37,9,1,0,0,0,0,40,0,cluster2
10743,28,9,3,0,0,0,0,60,0,cluster0
10744,38,9,1,0,0,0,0,50,0,cluster2
10745,76,9,1,0,0,0,0,20,0,cluster0
10746,35,10,4,1,1,0,0,40,0,cluster0
10747,48,10,4,0,1,0,0,43,0,cluster0
10748,35,12,1,0,0,0,0,40,0,cluster2
10749,39,13,1,0,0,0,0,40,0,cluster2
10750,64,9,1,0,0,0,0,40,0,cluster2
10751,22,9,4,1,1,0,0,40,0,cluster0
10752,45,13,1,0,0,0,0,40,1,cluster2
10753,27,3,1,0,0,0,0,40,0,cluster0
10754,43,9,4,0,1,0,0,50,1,cluster0
10755,23,10,3,0,1,0,0,37,0,cluster0
10756,25,6,3,1,0,0,1602,40,0,cluster0
10757,39,14,1,0,0,0,0,50,1,cluster2
10758,63,9,2,0,1,0,0,35,0,cluster0
10759,37,15,1,0,0,0,0,40,1,cluster2
10760,26,9,1,4,0,0,0,40,0,cluster0
10761,33,13,0,0,0,0,0,40,0,cluster0
10762,45,13,2,2,1,0,0,70,0,cluster0
10763,28,10,0,0,1,0,0,40,0,cluster0
10764,20,10,3,0,1,0,0,20,0,cluster0
10765,34,9,2,0,1,0,0,20,0,cluster0
10766,34,10,1,0,0,0,0,40,0,cluster2
10767,41,9,1,0,0,0,0,40,1,cluster2
10768,38,10,1,0,0,0,0,50,1,cluster2
10769,36,13,1,0,0,7688,0,40,1,cluster1
10770,38,10,1,2,0,0,0,40,0,cluster0
10771,46,13,1,0,0,99999,0,72,1,cluster1
10772,43,13,2,2,1,0,0,60,0,cluster0
10773,49,10,4,0,1,0,0,30,0,cluster0
10774,26,13,3,0,1,0,0,35,0,cluster0
10775,28,9,0,0,1,0,0,35,0,cluster0
10776,54,9,1,0,0,0,0,40,1,cluster2
10777,53,9,0,4,1,0,0,40,0,cluster0
10778,24,10,3,0,0,0,0,50,0,cluster0
10779,23,10,3,0,0,0,0,30,0,cluster0
10780,55,9,0,0,1,0,0,40,0,cluster0
10781,58,5,0,0,0,0,0,40,0,cluster0
10782,26,9,5,1,0,0,0,40,0,cluster0
10783,19,6,5,1,1,0,0,20,0,cluster0
10784,28,10,4,0,1,0,0,40,0,cluster0
10785,45,10,0,0,0,0,0,52,0,cluster2
10786,30,10,1,0,0,0,0,45,1,cluster2
10787,76,9,4,0,1,0,0,33,0,cluster0
10788,47,9,4,0,1,0,0,40,0,cluster0
10789,34,10,0,0,0,2174,0,40,0,cluster1
10790,40,10,2,0,1,0,0,35,1,cluster0
10791,24,9,4,0,1,0,0,25,0,cluster0
10792,30,13,2,0,1,7688,0,50,1,cluster1
10793,67,10,1,0,0,10605,0,10,1,cluster1
10794,24,9,2,0,1,0,0,40,0,cluster0
10795,43,10,4,0,1,0,0,40,0,cluster0
10796,29,8,4,0,0,0,0,40,0,cluster0
10797,40,9,1,0,0,0,0,40,0,cluster2
10798,61,10,1,0,0,0,0,40,0,cluster2
10799,45,16,1,0,0,7688,0,45,1,cluster1
10800,21,10,0,0,1,0,0,50,0,cluster0
10801,58,9,1,0,0,7688,0,40,1,cluster1
10802,52,10,1,0,0,0,0,40,0,cluster2
10803,34,9,3,0,0,0,0,40,0,cluster0
10804,20,10,5,1,1,594,0,20,0,cluster1
10805,25,10,0,0,0,0,0,40,0,cluster0
10806,46,9,1,0,0,0,0,40,0,cluster2
10807,54,10,0,0,1,0,0,40,0,cluster0
10808,43,14,1,0,0,0,0,40,1,cluster2
10809,25,5,1,0,0,0,0,40,0,cluster0
10810,21,12,0,0,1,0,0,25,0,cluster0
10811,65,10,0,0,0,11678,0,50,1,cluster1
10812,37,9,0,0,0,0,0,40,0,cluster0
10813,29,9,0,0,0,10520,0,40,1,cluster1
10814,44,13,1,0,0,0,0,40,1,cluster2
10815,37,10,1,0,0,7688,0,40,1,cluster1
10816,38,10,2,1,1,0,0,40,0,cluster0
10817,35,10,1,0,0,5013,0,70,0,cluster1
10818,32,9,1,0,0,0,0,40,0,cluster0
10819,44,10,4,0,0,0,0,60,0,cluster0
10820,39,13,2,0,1,0,0,30,0,cluster0
10821,23,10,5,0,1,0,0,25,0,cluster0
10822,25,13,0,0,0,0,0,45,1,cluster2
10823,23,10,3,0,1,0,0,28,0,cluster0
10824,47,10,1,0,0,0,0,40,0,cluster2
10825,47,7,0,0,1,0,0,45,0,cluster0
10826,25,9,0,0,0,0,0,40,0,cluster0
10827,35,10,1,0,0,0,0,45,0,cluster2
10828,68,4,1,3,0,0,0,40,0,cluster0
10829,50,11,1,0,0,3103,0,40,1,cluster1
10830,47,9,4,0,1,0,0,40,0,cluster0
10831,35,16,1,0,0,0,0,45,1,cluster2
10832,24,9,0,0,0,0,0,40,0,cluster0
10833,21,9,3,0,0,2176,0,40,0,cluster1
10834,35,13,0,0,1,0,0,40,1,cluster0
10835,30,13,2,2,1,0,0,40,0,cluster0
10836,17,7,3,1,0,0,0,20,0,cluster0
10837,49,9,4,0,1,0,0,40,0,cluster0
10838,27,3,0,0,0,0,0,60,0,cluster0
10839,22,9,3,1,1,0,0,15,0,cluster0
10840,22,10,3,0,1,0,0,40,0,cluster0
10841,50,9,1,0,0,0,0,2,0,cluster0
10842,51,11,1,0,0,0,0,38,1,cluster2
10843,27,13,1,0,0,0,0,30,0,cluster0
10844,27,13,0,0,1,0,0,20,0,cluster0
10845,23,4,0,0,0,0,0,35,0,cluster0
10846,20,9,0,0,1,0,0,40,0,cluster0
10847,42,9,1,0,0,0,0,48,0,cluster2
10848,32,9,1,0,0,99999,0,40,1,cluster1
10849,45,13,1,0,0,0,0,38,1,cluster2
10850,35,4,4,0,1,0,0,80,0,cluster0
10851,22,9,3,0,0,0,0,40,0,cluster0
10852,34,10,4,0,1,0,0,38,0,cluster0
10853,28,13,0,0,1,0,0,40,0,cluster0
10854,38,13,4,0,1,0,0,24,0,cluster0
10855,48,10,1,0,0,0,0,42,1,cluster2
10856,22,10,0,0,0,0,0,40,0,cluster0
10857,34,14,1,0,0,0,0,40,0,cluster2
10858,25,9,2,0,1,0,0,50,1,cluster0
10859,23,9,0,0,1,0,0,40,0,cluster0
10860,38,10,1,0,0,0,0,60,1,cluster2
10861,43,9,4,1,1,0,0,40,0,cluster0
10862,49,9,1,1,0,0,0,40,1,cluster0
10863,23,10,0,0,0,0,0,40,0,cluster0
10864,57,9,0,0,1,0,0,40,0,cluster0
10865,24,13,3,0,0,0,0,40,0,cluster0
10866,44,10,1,0,0,0,0,58,1,cluster2
10867,34,12,0,0,0,0,0,50,0,cluster2
10868,29,10,1,0,0,0,0,40,0,cluster0
10869,29,7,4,1,1,0,0,40,0,cluster0
10870,35,9,1,0,0,0,0,50,1,cluster2
10871,48,9,1,0,0,0,0,40,0,cluster2
10872,38,9,0,0,0,0,0,36,0,cluster0
10873,42,9,4,0,1,0,0,50,0,cluster0
10874,53,10,4,0,1,0,0,40,0,cluster0
10875,29,15,0,0,1,0,0,55,0,cluster0
10876,59,13,1,0,0,0,0,72,0,cluster2
10877,31,9,4,0,0,0,0,40,0,cluster0
10878,34,9,1,0,0,0,0,40,0,cluster0
10879,51,13,0,0,0,0,2559,50,1,cluster2
10880,25,9,3,0,0,4416,0,40,0,cluster1
10881,28,9,3,0,1,0,0,10,0,cluster0
10882,30,9,1,0,0,0,1848,40,1,cluster2
10883,46,9,0,0,1,0,0,48,0,cluster0
10884,45,9,4,1,1,0,0,40,0,cluster0
10885,23,10,5,1,1,0,0,40,0,cluster0
10886,33,12,0,0,1,0,0,42,0,cluster0
10887,44,13,2,0,1,0,0,20,1,cluster0
10888,25,9,3,0,0,0,0,40,0,cluster0
10889,48,10,3,0,0,0,0,40,0,cluster0
10890,23,9,0,0,1,0,0,40,0,cluster0
10891,33,11,2,0,1,3103,0,50,1,cluster1
10892,20,10,5,0,1,0,0,30,0,cluster0
10893,23,13,0,0,1,0,0,40,0,cluster0
10894,71,9,0,0,1,0,0,40,0,cluster0
10895,22,13,0,0,1,0,0,40,0,cluster0
10896,36,13,1,0,0,15024,0,50,1,cluster1
10897,27,7,5,0,0,0,0,60,0,cluster0
10898,40,9,0,0,1,0,0,35,0,cluster0
10899,30,10,4,0,0,0,0,50,0,cluster0
10900,30,11,1,0,0,0,0,40,0,cluster2
10901,30,10,1,0,0,0,0,40,0,cluster0
10902,35,13,1,0,0,5013,0,40,0,cluster1
10903,39,9,4,1,1,0,0,40,0,cluster0
10904,39,9,1,0,0,0,0,50,0,cluster2
10905,74,3,1,1,0,0,0,40,0,cluster0
10906,32,10,1,0,0,15024,0,50,1,cluster1
10907,25,9,1,1,0,0,0,40,0,cluster0
10908,64,10,4,0,1,0,0,40,0,cluster0
10909,47,9,1,0,0,7298,0,40,1,cluster1
10910,37,13,2,0,1,0,0,37,1,cluster0
10911,47,9,1,0,0,0,0,40,1,cluster2
10912,33,9,1,0,0,0,0,40,1,cluster2
10913,40,11,4,0,1,0,0,40,1,cluster0
10914,22,9,0,1,0,0,0,80,0,cluster0
10915,56,9,1,0,0,0,0,40,0,cluster2
10916,37,9,3,0,1,0,0,55,0,cluster0
10917,30,10,1,0,0,0,0,70,0,cluster2
10918,20,8,0,0,1,0,0,35,0,cluster0
10919,53,14,1,0,0,15024,0,38,1,cluster1
10920,43,13,1,0,0,0,0,48,1,cluster2
10921,23,9,1,0,0,0,0,40,0,cluster0
10922,43,9,1,0,0,0,0,30,0,cluster0
10923,30,9,3,0,0,0,0,40,0,cluster0
10924,20,10,3,0,1,0,0,46,0,cluster0
10925,22,11,3,0,0,0,0,40,0,cluster0
10926,38,13,0,0,0,0,0,50,0,cluster2
10927,54,10,1,0,0,0,0,40,0,cluster2
10928,23,9,0,0,0,0,0,40,0,cluster0
10929,46,9,1,1,0,0,0,40,0,cluster0
10930,59,6,1,0,0,0,0,40,0,cluster0
10931,28,6,0,0,0,0,0,50,0,cluster0
10932,18,8,0,0,0,0,0,25,0,cluster0
10933,41,11,0,0,0,0,0,40,0,cluster0
10934,42,11,1,0,0,0,0,48,0,cluster2
10935,58,10,1,0,0,0,0,40,1,cluster2
10936,24,9,1,0,0,0,0,50,0,cluster0
10937,39,13,1,0,0,0,0,45,1,cluster2
10938,28,13,0,0,1,0,1980,35,0,cluster0
10939,25,14,0,0,0,0,0,55,0,cluster2
10940,29,10,4,0,1,0,0,54,0,cluster0
10941,53,3,1,0,0,0,0,40,0,cluster0
10942,63,9,1,0,0,0,0,40,0,cluster2
10943,26,11,0,0,1,0,0,38,0,cluster0
10944,21,9,0,0,0,3674,0,50,0,cluster1
10945,45,10,1,0,0,0,0,40,1,cluster2
10946,29,11,3,0,1,0,0,40,0,cluster0
10947,72,16,1,0,0,0,1258,40,0,cluster2
10948,51,6,5,0,0,0,0,40,0,cluster0
10949,21,5,3,0,0,0,0,40,0,cluster0
10950,38,10,4,1,1,0,0,40,0,cluster0
10951,38,13,2,0,1,0,0,40,1,cluster0
10952,46,14,1,0,0,0,0,41,0,cluster2
10953,31,13,4,0,0,0,0,60,1,cluster0
10954,68,6,0,1,1,0,0,90,0,cluster0
10955,43,9,1,0,0,0,0,40,0,cluster2
10956,21,9,3,0,0,0,0,40,0,cluster0
10957,44,13,1,0,0,0,0,3,0,cluster0
10958,56,16,1,0,0,0,0,40,1,cluster2
10959,20,9,3,0,0,0,0,12,0,cluster0
10960,36,9,1,0,0,5178,0,40,1,cluster1
10961,21,9,0,0,1,0,0,25,0,cluster0
10962,21,10,0,1,1,99999,0,40,1,cluster1
10963,52,10,1,0,0,0,0,40,0,cluster2
10964,56,16,1,0,0,99999,0,70,1,cluster1
10965,52,13,0,0,1,0,2824,20,1,cluster1
10966,51,13,1,0,0,0,0,25,0,cluster2
10967,29,9,4,0,0,0,0,40,0,cluster0
10968,36,10,0,1,0,0,0,55,0,cluster0
10969,29,9,1,0,0,0,0,55,0,cluster2
10970,21,9,3,0,1,0,0,30,0,cluster0
10971,58,2,1,0,0,0,0,40,0,cluster0
10972,37,9,0,0,0,0,0,40,0,cluster0
10973,50,10,0,1,1,0,0,45,0,cluster0
10974,30,9,0,0,0,0,0,50,0,cluster0
10975,29,9,3,1,0,0,0,30,0,cluster0
10976,48,9,1,0,0,0,0,40,0,cluster2
10977,50,4,1,0,0,0,0,40,0,cluster0
10978,39,12,2,0,1,0,0,25,1,cluster0
10979,35,15,1,0,0,0,0,55,0,cluster2
10980,54,9,1,0,0,7688,0,25,1,cluster1
10981,24,9,2,0,1,0,0,25,0,cluster0
10982,20,9,5,0,0,0,0,45,0,cluster0
10983,30,10,1,3,0,0,0,55,1,cluster0
10984,19,9,3,2,1,0,0,30,0,cluster0
10985,26,9,0,1,0,0,0,40,0,cluster0
10986,38,9,1,0,0,0,1977,99,1,cluster2
10987,25,10,0,0,1,0,0,40,0,cluster0
10988,33,10,4,0,0,0,0,50,0,cluster0
10989,60,13,1,0,0,7298,0,40,1,cluster1
10990,30,10,0,0,0,0,0,40,0,cluster0
10991,30,13,0,0,0,0,0,40,0,cluster0
10992,19,4,0,0,1,0,0,40,0,cluster0
10993,23,9,3,0,0,0,0,40,0,cluster0
10994,27,10,1,0,0,0,0,40,1,cluster2
10995,20,10,0,0,0,0,0,40,0,cluster0
10996,39,12,1,0,0,0,0,52,0,cluster2
10997,33,4,1,0,0,0,0,45,0,cluster0
10998,65,9,1,0,0,0,0,24,0,cluster0
10999,34,13,1,0,0,0,0,50,1,cluster2
11000,20,9,3,0,1,0,0,25,0,cluster0
11001,23,10,0,0,0,0,0,40,0,cluster0
11002,25,6,3,0,0,0,0,40,0,cluster0
11003,28,13,0,0,1,0,1564,50,1,cluster2
11004,31,7,3,0,0,0,0,25,0,cluster0
11005,28,13,3,0,0,6849,0,40,0,cluster1
11006,37,9,0,0,1,0,0,40,0,cluster0
11007,52,10,1,0,0,0,1977,50,1,cluster2
11008,66,11,4,1,1,3273,0,40,0,cluster1
11009,31,9,0,0,0,0,0,40,0,cluster0
11010,37,13,1,0,0,0,0,50,1,cluster2
11011,45,13,1,0,0,5013,0,45,0,cluster1
11012,45,12,4,0,0,0,0,40,0,cluster0
11013,44,9,1,0,0,0,0,60,0,cluster2
11014,32,13,0,0,0,0,0,40,0,cluster0
11015,35,9,1,0,0,0,0,60,1,cluster2
11016,53,7,0,0,0,0,0,40,0,cluster0
11017,54,10,1,0,0,3103,0,40,1,cluster1
11018,43,11,1,0,0,0,0,40,0,cluster2
11019,30,10,4,0,0,0,0,40,0,cluster0
11020,49,10,0,0,0,3325,0,50,0,cluster1
11021,52,16,1,0,0,0,0,57,1,cluster2
11022,20,10,3,0,1,0,0,4,0,cluster0
11023,60,9,1,0,0,0,1977,40,1,cluster2
11024,45,12,3,0,0,0,0,40,0,cluster0
11025,48,13,1,0,0,7298,0,60,1,cluster1
11026,28,13,1,0,0,0,0,60,1,cluster2
11027,61,15,1,0,0,0,0,40,1,cluster2
11028,48,10,1,0,0,0,0,40,0,cluster2
11029,32,10,1,0,0,0,0,45,0,cluster2
11030,27,9,0,0,0,0,0,30,0,cluster0
11031,38,13,1,0,0,0,0,35,0,cluster2
11032,33,3,4,4,0,0,0,20,0,cluster0
11033,43,14,0,0,1,0,0,50,1,cluster0
11034,36,9,5,0,0,0,0,60,0,cluster0
11035,38,7,1,0,0,0,0,40,0,cluster0
11036,24,9,0,0,1,0,0,40,0,cluster0
11037,22,6,3,0,0,0,0,40,0,cluster0
11038,30,13,0,0,0,0,0,40,0,cluster0
11039,55,14,1,0,0,0,0,40,1,cluster2
11040,46,15,1,0,0,15024,0,55,1,cluster1
11041,39,9,1,0,0,0,0,50,0,cluster2
11042,50,9,1,0,0,0,1485,40,0,cluster2
11043,34,11,4,0,1,0,974,40,0,cluster0
11044,47,13,1,0,0,0,0,60,1,cluster2
11045,46,9,1,0,0,0,0,40,0,cluster2
11046,23,9,3,0,0,0,0,60,0,cluster0
11047,43,10,3,0,1,0,1617,72,0,cluster0
11048,45,9,4,0,0,0,0,40,0,cluster0
11049,55,13,5,0,0,0,0,40,0,cluster0
11050,68,9,1,0,0,0,0,8,0,cluster0
11051,39,11,1,0,0,0,0,40,0,cluster2
11052,39,9,0,0,1,0,0,40,0,cluster0
11053,37,13,0,0,0,0,0,40,0,cluster2
11054,19,10,3,0,0,0,0,40,0,cluster0
11055,20,7,3,0,0,0,0,20,0,cluster0
11056,49,11,4,0,1,0,0,40,0,cluster0
11057,33,10,1,0,0,0,0,40,0,cluster2
11058,21,9,0,0,0,0,0,35,0,cluster0
11059,72,13,1,0,0,0,0,3,0,cluster0
11060,58,14,4,0,0,0,0,35,1,cluster0
