@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-R2-4,7,9,14-weka.filters.supervised.attribute.NominalToBinary'

@attribute age numeric
@attribute education-num numeric
@attribute 'marital-status= Never-married' numeric
@attribute 'marital-status= Married-civ-spouse' numeric
@attribute 'marital-status= Divorced' numeric
@attribute 'marital-status= Married-spouse-absent' numeric
@attribute 'marital-status= Separated' numeric
@attribute 'marital-status= Married-AF-spouse' numeric
@attribute 'marital-status= Widowed' numeric
@attribute 'relationship= Not-in-family' numeric
@attribute 'relationship= Husband' numeric
@attribute 'relationship= Wife' numeric
@attribute 'relationship= Own-child' numeric
@attribute 'relationship= Unmarried' numeric
@attribute 'relationship= Other-relative' numeric
@attribute sex numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {' <=50K',' >50K'}

@data
29,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,' <=50K'
21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,' <=50K'
27,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
65,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,' <=50K'
37,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,60,' <=50K'
39,14,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3464,0,40,' <=50K'
24,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
38,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80,' <=50K'
48,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,40,' >50K'
21,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,' <=50K'
31,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
55,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4386,0,40,' >50K'
24,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
43,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
26,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
46,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,' <=50K'
35,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
41,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,' >50K'
26,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
34,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7298,0,35,' >50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25,' <=50K'
36,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' >50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,' <=50K'
24,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
77,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
22,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40,' <=50K'
29,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
62,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,24,' <=50K'
39,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
43,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1485,50,' <=50K'
35,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
29,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
76,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,' <=50K'
63,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
23,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,' <=50K'
43,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1887,50,' >50K'
58,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
66,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2050,0,55,' <=50K'
41,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
26,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
47,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
55,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
53,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,' <=50K'
30,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,' <=50K'
49,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,' <=50K'
45,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
26,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
38,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7298,0,40,' >50K'
36,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7298,0,40,' >50K'
33,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,' <=50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
43,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,' <=50K'
67,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,' <=50K'
30,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
56,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,' <=50K'
31,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,' <=50K'
33,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
26,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
33,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
46,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' <=50K'
59,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
38,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
65,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40,' <=50K'
40,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
42,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,' <=50K'
26,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
36,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,24,' <=50K'
62,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
43,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
43,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1564,45,' >50K'
22,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,55,' <=50K'
28,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
56,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
22,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,' <=50K'
57,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,45,' >50K'
39,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
26,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,' <=50K'
40,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,' >50K'
45,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
44,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,' <=50K'
33,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
23,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
46,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,' <=50K'
38,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
54,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
46,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2339,45,' <=50K'
25,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
46,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
36,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
23,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,' <=50K'
29,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
44,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2415,6,' >50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40,' <=50K'
35,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
27,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' <=50K'
46,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
34,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,45,' >50K'
34,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,' <=50K'
44,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
45,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
20,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,35,' <=50K'
25,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' >50K'
52,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
28,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
50,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
34,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,64,' <=50K'
28,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2179,40,' <=50K'
41,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1977,65,' >50K'
28,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
46,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,' <=50K'
28,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1887,40,' >50K'
32,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
41,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,24,' <=50K'
24,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
33,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
46,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,60,' >50K'
31,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
35,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' >50K'
52,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
30,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19,' <=50K'
34,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
34,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
20,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2176,0,18,' <=50K'
32,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
29,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
33,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,35,' <=50K'
25,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
36,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1408,40,' <=50K'
23,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,' <=50K'
63,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
47,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
80,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
40,13,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2174,0,40,' <=50K'
30,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25,' >50K'
27,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1980,40,' <=50K'
33,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
34,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,594,0,60,' <=50K'
34,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
23,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
42,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
29,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
45,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,28,' <=50K'
24,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
44,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
27,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,' <=50K'
20,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,' <=50K'
44,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,40,' <=50K'
51,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
20,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
45,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' >50K'
60,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
42,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
44,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
40,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
30,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
38,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
23,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
32,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
44,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
54,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
32,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
50,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
24,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,' <=50K'
37,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60,' <=50K'
52,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
38,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
49,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1977,45,' >50K'
30,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,' >50K'
60,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' >50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
35,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
30,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,' <=50K'
67,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,24,' <=50K'
46,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
17,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,' <=50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,' <=50K'
27,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
23,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,35,' <=50K'
33,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
43,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,' <=50K'
28,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,' <=50K'
41,9,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
52,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,594,0,40,' <=50K'
25,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
63,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' <=50K'
59,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
45,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
38,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,60,' >50K'
40,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,' <=50K'
46,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
35,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,60,' <=50K'
34,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,25,' <=50K'
33,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
41,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,36,' <=50K'
20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
23,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
26,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,' <=50K'
72,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,' <=50K'
23,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
62,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
52,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
58,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,42,' <=50K'
25,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
24,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,' <=50K'
43,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
47,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
39,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
49,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1380,42,' <=50K'
53,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,30,' <=50K'
32,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
34,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
28,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
57,11,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,38,' <=50K'
25,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,' <=50K'
20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,' <=50K'
21,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,35,' <=50K'
34,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
38,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,80,' >50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,50,' >50K'
24,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' <=50K'
37,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
44,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,58,' >50K'
28,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
42,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
74,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,' <=50K'
38,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
44,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
44,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,46,' <=50K'
26,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
36,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
41,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,' >50K'
67,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20051,0,48,' >50K'
39,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
57,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,30,' <=50K'
29,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
31,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,' <=50K'
34,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
44,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
29,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
30,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
27,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
27,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
32,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,' <=50K'
58,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,' <=50K'
35,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
21,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,' <=50K'
28,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
46,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' <=50K'
36,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
72,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,40,' <=50K'
35,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
33,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' >50K'
69,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
35,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
31,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,20,' <=50K'
34,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32,' <=50K'
30,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
28,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,' <=50K'
54,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' >50K'
47,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
24,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
52,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
20,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,' <=50K'
43,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5013,0,45,' <=50K'
45,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
29,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,35,' <=50K'
47,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,42,' <=50K'
24,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
51,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,' <=50K'
37,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1977,40,' >50K'
27,16,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,70,' <=50K'
29,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,' >50K'
18,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,' <=50K'
36,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,35,' <=50K'
58,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
26,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
65,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' >50K'
57,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
59,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
27,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
31,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,' <=50K'
29,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,' <=50K'
18,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
52,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1887,47,' >50K'
57,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80,' <=50K'
42,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
55,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
60,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,' >50K'
31,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,40,' >50K'
